CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
30,100000,80,2.67,2.57333333333333,112.72146,8.87142519268292,135.909688850707,136.626792410622,136.692089,0.388441194639896,29.00698904,28.4326424870466,28.99,3,112.704441,2283755,1.52828268520373,None
30,100000,80,2.67,2.62333333333333,112.547309,8.88515246508471,136.469535930923,137.359796670902,137.427893,0.381119774053367,29.5249107276667,29.3202033036849,29.52,4,112.535666,2271596,1.51815215956011,None
30,100000,80,2.67,2.66166666666667,112.807981,8.86462102357811,127.861844904092,135.400475286788,135.454453,0.375673741762054,30.0257242761667,28.4596117720726,30.03,3,112.79598,2294101,1.53691057969039,None
30,100000,80,2.67,2.66,112.512506,8.88790087032636,137.444174345639,137.441997075815,137.497854,0.375929533053258,29.928326596,29.9812030075188,29.95,4,112.497688,2299019,1.54100882900441,None
30,100000,80,2.67,2.575,113.510692,8.80974278616855,141.640745279166,138.088137879612,138.165002,0.388272117034304,29.22900319,30.0647249190939,29.23,3,113.494331,2267344,1.51460701049403,None
30,100000,80,2.67,2.62333333333333,112.521769,8.88716920189906,133.200079435684,135.98084283418,136.035005,0.381031058867853,29.5182107343333,29.2884371029225,29.54,4,112.510454,2255158,1.50445280561529,None
30,100000,80,2.67,2.82,112.173826,8.91473559972894,138.113441644451,138.288055367021,138.355171,0.354600459109929,31.633018932,32.1513002364066,31.63,4,112.160149,2293774,1.53664656700144,None
30,100000,80,2.67,2.72833333333333,112.677811,8.87486179510534,137.922335843127,138.365033862553,138.423806,0.36607247225901,30.7422627678333,30.3604153940134,30.77,3,112.656926,2289390,1.53298834670349,None
30,100000,80,2.67,2.76833333333333,112.397985,8.89695664917836,140.05475328942,138.379232467791,138.447201,0.360923883787477,31.1155088475,32.691149909693,31.12,3,112.381524,2277699,1.52324686109127,None
30,100000,80,2.67,2.56833333333333,113.136403,8.83888804560987,133.616704024477,136.343184107722,136.347963,0.389032750489942,29.0571995038333,28.6084982160234,29.05,4,113.121872,2278851,1.5241960059323,None
40,100000,80,3.56,3.66,111.35557,8.98024229950958,148.120775976191,149.808352583333,149.863231,0.273215635423953,40.75613862,40.2322404371585,40.73,5,111.343693,2304447,1.54559014276313,None
40,100000,80,3.56,3.515,111.532252,8.96601639497067,142.854541297305,145.745962219061,145.789925,0.284389961198672,39.203586578,39.0232337600759,39.19,4,111.520388,2307792,1.54836971766984,None
40,100000,80,3.56,3.625,111.232359,8.99018962638381,151.565596512089,150.771704715862,150.811083,0.275770996098391,40.3217301375,39.9770114942529,40.29,6,111.217869,2319728,1.55832338588652,None
40,100000,80,3.56,3.72666666666667,111.171113,8.9951424701487,158.589642250249,153.536911029517,153.58513,0.268279756369857,41.4297681113333,42.7325581395349,41.39,5,111.153063,2314954,1.55435051124927,None
40,100000,80,3.56,3.52333333333333,111.51382,8.96749837822792,149.161019611564,148.318030605487,148.3725,0.283735057139546,39.2900359133333,40.6811731315043,39.27,4,111.501656,2302219,1.54372547163451,None
40,100000,80,3.56,3.66333333333333,111.182437,8.99422630932258,152.632759866899,150.770715034122,150.811587,0.272787464654686,40.7298327543333,40.582347588717,40.7,6,111.170356,2314219,1.55373423802364,None
40,100000,80,3.56,3.43833333333333,111.46187,8.97167793793519,146.406141586088,146.778172746486,146.832214,0.290791301832768,38.3243063016667,38.5118759088706,38.31,5,111.44681,2302200,1.54370451176565,None
40,100000,80,3.56,3.485,111.358094,8.98003875676967,157.400679416533,150.794097293161,150.835306,0.286935696032042,38.808295759,39.0004782400765,38.78,6,111.338778,2318798,1.55754017999397,None
40,100000,80,3.56,3.51666666666667,111.463697,8.97153088327942,144.134228790908,146.354461979147,146.408402,0.284331919851659,39.1980667783333,39.8341232227488,39.15,4,111.448642,2319567,1.55818307256364,None
40,100000,80,3.56,3.605,111.422885,8.97481697767923,155.816874775172,151.860203461396,151.913817,0.27736872157374,40.1679500425,39.5515487748497,40.14,5,111.406755,2312178,1.55203020964416,None
50,100000,80,4.45,4.46333333333333,110.635014,9.03872981839185,164.103716783952,164.643112690441,164.674663,0.224010185437267,49.380094582,49.5332337565347,49.31,6,110.618603,2332973,1.569410918745,None
50,100000,80,4.45,4.49,110.263491,9.06918501247163,157.571969715759,161.236748273942,161.278402,0.222591133998886,49.508307459,48.4038604305865,49.44,5,110.249559,2331310,1.56802559802338,None
50,100000,80,4.45,4.50166666666667,110.360772,9.06119069192448,167.941419532662,167.570172547575,167.614033,0.222007079886709,49.680740862,48.4635320251759,49.61,8,110.346729,2342405,1.57727362666954,None
50,100000,80,4.45,4.45833333333333,110.47581,9.0517553118642,161.663027338632,163.283794671028,163.323898,0.224155399993645,49.253798625,48.9719626168224,49.19,5,110.459777,2337487,1.57317245112283,None
50,100000,80,4.45,4.50333333333333,110.367411,9.06064562844552,172.008452767668,167.335698221318,167.376188,0.221796307823834,49.702124087,51.0732790525537,49.63,5,110.352828,2332446,1.56897342253264,None
50,100000,80,4.45,4.54,110.433732,9.05520425588805,159.295412938992,162.34156320815,162.373637,0.220193396371145,50.136914328,50.6424375917768,50.07,5,110.419623,2330086,1.56700886159291,None
50,100000,80,4.45,4.48166666666667,110.493232,9.05032807801296,182.761857358346,172.555557795463,172.588433,0.22311749339643,49.5193834746667,51.1900334696913,49.45,5,110.479616,2327088,1.56450683463446,None
60,100000,80,5.34,5.33833333333333,109.770904,9.10988215966592,184.546391442069,187.314102290665,187.353972,0.187301842788011,58.5993675853333,57.9300655635342,58.49,7,109.754263,2346679,1.58088410531261,None
60,100000,80,5.34,5.28166666666667,109.858277,9.10263684546955,193.456629240291,189.761989432313,189.794157,0.18929291513853,58.0234799688333,59.5140422846324,57.91,8,109.847066,2344908,1.57940487810992,None
60,100000,80,5.34,5.44333333333333,109.699949,9.11577452055151,192.007766934952,191.278309138396,191.31046,0.183602321520821,59.7133389056667,60.3490508266993,59.6,7,109.688238,2349339,1.58310717963165,None
60,100000,80,5.34,5.49833333333333,109.600477,9.12404788165292,188.240789804584,190.390047045165,190.415891,0.18182841544074,60.2619956038333,60.7759927250682,60.14,7,109.585236,2355156,1.58795843255546,None
60,100000,80,5.34,5.40833333333333,109.885435,9.10038714411969,198.774456850767,195.040766595994,195.077542,0.184687476162096,59.4297060958333,59.1525423728814,59.31,9,109.871341,2343454,1.57820062379591,None
60,100000,80,5.34,5.39666666666667,109.61236,9.12305874994389,202.353079417861,196.892148929586,196.925542,0.185096857384805,59.1541369466667,60.0988264360717,59.03,8,109.599127,2351427,1.58484436027683,None
60,100000,80,5.34,5.29833333333333,110.062473,9.08574896368175,192.746101069647,190.288508852469,190.323319,0.18864906945486,58.3147669445,58.9336269267065,58.2,8,110.046293,2343348,1.57810624441889,None
60,100000,80,5.34,5.43333333333333,109.868866,9.10175954669451,192.743422785954,193.85096066227,193.88203,0.184003628740798,59.6954171933333,58.9263803680982,59.59,11,109.854754,2350730,1.5842664840264,None
70,100000,80,6.23,6.12166666666667,109.130362,9.16335272488146,223.70586932894,222.016727495508,222.045167,0.163342704995372,66.8059699376667,67.356384426899,66.66,9,109.113007,2364543,1.59581799010372,None
70,100000,80,6.23,6.215,109.176336,9.15949405006594,223.078146173142,223.649024144811,223.678744,0.160898843485653,67.853092824,68.5304371145079,67.69,8,109.16278,2365088,1.59627788970016,None
70,100000,80,6.23,6.25166666666667,109.197475,9.1577209088397,231.876316142408,230.592359278592,230.621949,0.159863851942149,68.2666214541667,67.5419888029859,68.1,12,109.183433,2361709,1.5934637712953,None
70,100000,80,6.23,6.155,109.230837,9.1549238975437,228.658385691594,226.530631450582,226.559859,0.162459652610886,67.2315801735,67.2759274302735,67.08,9,109.218381,2361491,1.59327648486488,None
70,100000,80,6.23,6.21,109.335787,9.14613620515669,215.312514315992,218.725561867955,218.753359,0.160983286198068,67.897523727,67.4449812130972,67.74,8,109.319086,2358938,1.59115219789437,None
70,100000,80,6.23,6.18,109.217814,9.1560155195928,210.469447673708,213.966861327131,213.992032,0.161806171002967,67.496609052,67.8398058252427,67.34,9,109.20219,2361014,1.59288033409627,None
70,100000,80,6.23,6.11666666666667,109.026514,9.17208083897831,205.139246709085,209.269895567575,209.300324,0.163409054311989,66.6878843966667,66.8392370572207,66.55,9,109.013193,2361680,1.59343111184449,None
70,100000,80,6.23,6.23333333333333,109.241104,9.15406347412966,230.840172724413,229.562151336096,229.590676,0.160412543721123,68.0936214933333,67.9411764705882,67.94,10,109.22725,2357197,1.58970218426588,None
80,100000,80,7.12,7.11,108.64111,9.20461876724198,281.837945406818,283.957985568683,283.979794,0.14063996119714,77.24382921,77.1331458040319,77.05,12,108.626835,2373439,1.60328988015659,None
80,100000,80,7.12,7.24,108.572425,9.21044178574809,315.876728427093,313.568263574586,313.59487,0.138096720953269,78.6064357,79.1321362799263,78.41,13,108.55385,2379031,1.60795838167532,None
80,100000,80,7.12,7.16833333333333,108.741108,9.19615422715759,279.734667502694,284.775900952802,284.795968,0.139453610099279,77.949250918,78.5049988374797,77.75,11,108.723435,2377858,1.60697702931268,None
80,100000,80,7.12,7.11333333333333,108.569301,9.21070680928488,291.521261953343,292.534600994142,292.561108,0.140516212881209,77.228962778,77.4015932521087,77.04,11,108.556036,2371769,1.60189786012539,None
80,100000,80,7.12,6.98166666666667,108.601566,9.20797035284003,275.215225954413,276.206288974457,276.23217,0.143167730155884,75.821993329,76.8679875865362,75.64,10,108.584387,2377986,1.60707208436525,None
80,100000,80,7.12,7.16833333333333,108.382991,9.22653998356624,302.568826691273,302.644315067659,302.67073,0.139462091428738,77.6925407151667,77.4819809346664,77.5,15,108.365604,2377273,1.60648804574046,None
80,100000,80,7.12,7.01666666666667,108.632945,9.20531059891638,274.863039590163,276.830352340618,276.856051,0.142476363187411,76.2241164083333,75.083135391924,76.03,13,108.619701,2377846,1.60695754350469,None
80,100000,80,7.12,7.14,108.455047,9.22041000083657,299.384459666219,297.001896305556,297.024928,0.140050769351774,77.436903558,78.0228758169935,77.24,14,108.440491,2375806,1.60526384976613,None
90,100000,80,8.01,7.92,108.2125,9.2410765854222,402.86067748189,407.378102900042,407.400247,0.126222701877525,85.7043,85.3430134680135,85.32,18,108.192019,2386364,1.61410878474656,None
90,100000,80,8.01,7.84333333333333,108.44385,9.22136202283486,381.12227177321,386.090088629622,386.108523,0.12744743071122,85.05612635,85.2103697407565,84.82,15,108.426682,2384865,1.6128565565066,None
90,100000,80,8.01,7.87166666666667,108.504761,9.2161854538346,427.189481703032,426.307644043405,426.328186,0.127035579801186,85.4113310338333,85.9940715646835,85.19,18,108.484306,2386207,1.6139772010449,None
90,100000,80,8.01,7.94333333333333,108.29225,9.23427115052093,451.06801939673,449.783866019933,449.801625,0.125868669596937,86.0201439166667,86.4561477129669,85.78,20,108.272522,2387980,1.6154583182555,None
90,100000,80,8.01,7.91,108.391617,9.22580571890537,384.714148796804,392.581844228403,392.606073,0.12640882950295,85.737769047,84.8398651495997,85.5,14,108.373117,2387090,1.61471492471107,None
90,100000,80,8.01,8.02166666666667,108.238076,9.2388929751486,440.086926082224,444.321094742572,444.343362,0.124658395867027,86.8249766313333,86.5260752129649,86.58,16,108.222656,2387229,1.61483676394662,None
90,100000,80,8.01,7.89333333333333,108.17161,9.24456980902845,417.611544980369,418.815394931799,418.839663,0.126635371002112,85.3834574933333,85.7791385135135,85.15,20,108.154106,2388122,1.61557319116143,None
90,100000,80,8.01,7.82166666666667,108.243043,9.23846902567216,428.200752724872,424.546731324739,424.570099,0.127843570782868,84.6641001331667,84.6686554442787,84.44,22,108.229342,2385268,1.61319036733855,None
100,100000,80,8.9,8.97666666666667,108.048249,9.25512453237442,1682.69525770558,1689.20742443947,1689.227251,0.111397890231155,96.991311519,96.8900854066097,96.53,51,108.028675,2392959,1.6196681247795,None
100,100000,80,8.9,8.88833333333333,107.975355,9.26137265304661,1135.57631760386,1147.85124991581,1147.871698,0.112497840836302,95.9720947025,95.7153572098256,95.53,40,107.955554,2393024,1.61971675705379,None
100,100000,80,8.9,8.90166666666667,108.071318,9.25314892523102,1238.68933353072,1249.02694838326,1249.044336,0.112330211338139,96.2014849063334,96.1898520876241,95.93,32,108.051814,2391153,1.61815939377405,None
100,100000,80,8.9,8.855,108.172522,9.24449186827686,1311.26330767899,1313.97496451214,1313.995485,0.112929868038961,95.786768231,95.7745153397327,95.34,40,108.157164,2392664,1.61941562316815,None
100,100000,80,8.9,8.91333333333333,108.056837,9.25438896568849,1268.70976728731,1280.31013156264,1280.331426,0.11217173696466,96.3146607126667,96.1667913238594,96.02,42,108.039059,2393381,1.62001705552159,None
100,100000,80,8.9,8.92,107.977884,9.26115573815097,1577.25706663449,1574.69194270329,1574.7091,0.112105887762145,96.316272528,96.0855754857997,95.7,61,107.961477,2392965,1.61966852061455,None
100,100000,80,8.9,8.76666666666667,108.059552,9.25415644884406,871.972993682141,883.826104943156,883.844094,0.11406408461635,94.7322072533333,94.8954372623574,94.3,33,108.039928,2391973,1.6188338687078,None
100,100000,80,8.9,8.965,108.072344,9.25306107916009,2241.81602308538,2232.48788782562,2232.504543,0.111525313146124,96.886856396,96.7744934002603,96.28,61,108.052702,2393130,1.61980927575821,None
10,100000,85,0.89,0.865,121.285785,8.24498930356925,115.829685811977,127.55106161079,127.754001,1.15246850212139,10.4912204025,10.019267822736,10.56,1,121.269993,2067278,1.34778228710456,None
10,100000,85,0.89,0.876666666666667,121.298249,8.24414208980049,121.441686304558,128.409136743346,128.585991,1.13557129589924,10.6338131623333,9.69581749049429,10.73,3,121.283162,2108184,1.38187245312069,None
10,100000,85,0.89,0.86,121.052281,8.26089348948328,123.940868938165,129.571262151163,129.789195,1.15912232846512,10.410496166,10.4651162790698,10.48,2,121.036568,2043401,1.32788382338111,None
10,100000,85,0.89,0.86,121.801366,8.21008854695439,141.968631692807,130.681786916667,130.871566,1.16179389315892,10.474917476,11.046511627907,10.56,3,121.785822,2105668,1.37977489380862,None
10,100000,85,0.89,0.865,121.426318,8.23544694816489,142.559613307049,129.749795146435,129.972288,1.15476625714644,10.503376507,11.5606936416185,10.57,2,121.405154,2092888,1.36912462940079,None
10,100000,85,0.89,0.846666666666667,122.585913,8.15754417067481,93.000186000372,127.127724757874,127.311587,1.18070115374016,10.378940634,7.67716535433071,10.45,2,122.571067,2096299,1.37196662969589,None
10,100000,85,0.89,0.865,121.544191,8.22746024941661,142.559613307049,129.650737181118,129.860449,1.15537621570713,10.5135725215,11.5606936416185,10.59,2,121.530879,2051256,1.33443037080843,None
10,100000,85,0.89,0.863333333333333,122.14339,8.18709878610705,118.513438976759,129.070842810811,129.282109,1.15386023159459,10.5450460033333,9.45945945945947,10.62,2,122.12689,2087904,1.36497141598257,None
20,100000,85,1.78,1.72666666666667,115.705148,8.64265780118963,146.464721754297,132.429167975869,132.541559,0.57652201676834,19.9784222213333,22.2972972972973,20.02,3,115.690837,2231788,1.48492693818849,None
20,100000,85,1.78,1.77,115.505863,8.65756918330631,113.31354336238,129.39872273258,129.498139,0.564012259589454,20.444537751,17.7024482109228,20.5,3,115.493036,2207613,1.46478243971987,None
20,100000,85,1.78,1.76166666666667,114.856088,8.70654762331797,136.943510354451,130.723232025544,130.821043,0.565799942151372,20.2338141693333,21.5704824976348,20.28,3,114.844861,2221326,1.47620945839466,None
20,100000,85,1.78,1.79,115.486424,8.65902644972365,135.243386078254,131.955940178771,132.056969,0.558204490409684,20.672069896,21.7877094972067,20.72,4,115.463463,2219797,1.47493748462211,None
20,100000,85,1.78,1.68333333333333,115.913694,8.62710837254484,134.104499558867,131.347761668317,131.441103,0.592873804389109,19.51213849,19.9009900990099,19.56,3,115.901269,2233293,1.48617879258436,None
20,100000,85,1.78,1.70166666666667,115.573509,8.65250184624921,126.625871392242,130.304616988247,130.413475,0.58750530706856,19.6667587815,18.9030362389814,19.72,3,115.559394,2226671,1.48066098501791,None
20,100000,85,1.78,1.76,115.662655,8.64583300461156,143.121556473829,133.233207287879,133.331054,0.567998004056818,20.35662728,22.1117424242424,20.4,3,115.649958,2235099,1.48768822800276,None
20,100000,85,1.78,1.81666666666667,115.219532,8.67908402891274,128.019526975844,130.40642056422,130.50926,0.55041473756422,20.9315483133333,21.2385321100917,20.97,3,115.206556,2210141,1.46689163524612,None
20,100000,85,1.78,1.76666666666667,115.574181,8.65245153673207,138.305446778213,131.990956027359,132.074817,0.565621389316038,20.41810531,21.5094339622641,20.45,3,115.560435,2214596,1.47060168156594,None
30,100000,85,2.67,2.60666666666667,113.242437,8.83061179617673,134.172984216482,137.383362209079,137.456565,0.383360047496164,29.518528578,28.7084398976982,29.52,3,113.228801,2279745,1.52494355070019,None
30,100000,85,2.67,2.645,112.722072,8.87137702720724,141.270697765279,137.462629405797,137.538261,0.377350788860113,29.814988044,30.5608065532451,29.82,4,112.708578,2283772,1.52830124836792,None
30,100000,85,2.67,2.62833333333333,112.858553,8.86064878042518,130.039900616383,134.838740728599,134.904933,0.380429474972099,29.6629896801667,29.0107799619531,29.67,3,112.844509,2277741,1.52327420576802,None
30,100000,85,2.67,2.65333333333333,112.924516,8.85547297807325,131.862200449484,136.92440275691,137.002106,0.376385659461055,29.9626382453333,28.4547738693467,29.98,4,112.913476,2273068,1.51938135154891,None
30,100000,85,2.67,2.60833333333333,112.967712,8.85208686885683,141.105860016944,138.38817485623,138.445771,0.383082185941214,29.46574488,30.5431309904153,29.47,3,112.951056,2291572,1.53479992791812,None
30,100000,85,2.67,2.57166666666667,112.908958,8.85669319523788,139.866072984889,136.473809016202,136.54241,0.388693293161374,29.0364203656667,30.4601425793908,29.06,3,112.898075,2289149,1.53277841936444,None
30,100000,85,2.67,2.56166666666667,113.085768,8.84284572396413,129.784974320269,134.021247246584,134.083973,0.390294891703318,28.968804236,29.2127521145088,28.98,3,113.072733,2286383,1.53047280884647,None
30,100000,85,2.67,2.69666666666667,112.788437,8.86615708665242,139.576244382954,138.193333427689,138.258235,0.370756868799135,30.4152818443333,30.902348578492,30.43,4,112.776784,2271414,1.51800527336207,None
30,100000,85,2.67,2.70833333333333,112.804923,8.86486133233742,129.855621301775,136.181726572308,136.253487,0.368531610481846,30.5513333125,30.1846153846154,30.57,4,112.790947,2283250,1.5278701830717,None
30,100000,85,2.67,2.605,112.871275,8.85965007483082,133.116711673378,136.035621396033,136.09116,0.383703636982086,29.4029671375,28.5988483685221,29.42,4,112.859455,2289885,1.53339371381448,None
40,100000,85,3.56,3.57166666666667,111.345586,8.98104752890698,144.236767789909,146.754705853943,146.809129,0.279876763576762,39.7689317996667,40.0373308446104,39.74,5,111.332876,2321279,1.55961307036915,None
40,100000,85,3.56,3.59166666666667,111.554973,8.96419023829624,149.030205479083,149.605425396288,149.65841,0.278387589015777,40.0668278025,39.2807424593968,40.03,6,111.542952,2315904,1.5551349657348,None
40,100000,85,3.56,3.52166666666667,111.468153,8.97117224145627,144.867517222056,147.402148241363,147.456323,0.283819620666351,39.2553678815,39.0913393279697,39.24,5,111.456475,2314040,1.55357722040525,None
40,100000,85,3.56,3.55166666666667,110.9371,9.01411700864724,154.916330867811,150.103260775223,150.144279,0.281448869271234,39.4011600166667,40.8493664946035,39.37,5,110.924149,2322941,1.56099623054063,None
40,100000,85,3.56,3.48166666666667,111.453968,8.97231402295161,143.403145932294,145.258133804213,145.310221,0.287032688280517,38.8045565253333,39.2053614169459,38.77,4,111.439738,2308738,1.54915588850003,None
40,100000,85,3.56,3.44166666666667,111.49663,8.96888094285899,153.228312295904,148.375858511864,148.4228,0.290415087352058,38.3734234916667,39.9031476997579,38.36,5,111.485022,2291837,1.53506802356945,None
40,100000,85,3.56,3.51166666666667,111.51545,8.96736730201959,145.964059954287,148.239160689132,148.297481,0.2845082163028,39.1605088583333,39.0602752728999,39.13,4,111.503654,2298570,1.54068355983699,None
40,100000,85,3.56,3.625,111.396074,8.97697705217152,140.84819659136,145.745994617931,145.794942,0.275858858709885,40.381076825,39.4252873563218,40.35,4,111.380373,2302766,1.54418712160076,None
40,100000,85,3.56,3.625,111.267357,8.9873618549239,148.331351565597,148.091466199081,148.140281,0.275833471672184,40.3344169125,40.6666666666667,40.3,5,111.25087,2313797,1.55338038543864,None
40,100000,85,3.56,3.6,111.249016,8.98884355076004,138.631687242798,145.108232746759,145.15915,0.277752484752315,40.04964576,39.6527777777778,40.01,4,111.237165,2328684,1.56578604399886,None
50,100000,85,4.45,4.39,110.566535,9.04432792435794,162.756869602517,161.850922889522,161.894161,0.227730994538345,48.538708865,48.8610478359909,48.49,5,110.550608,2331654,1.56830716782167,None
50,100000,85,4.45,4.38,110.615608,9.04031554028072,173.621970628914,167.257259186073,167.301708,0.228273681477169,48.449636304,49.486301369863,48.39,7,110.59927,2332198,1.56876002153175,None
50,100000,85,4.45,4.44666666666667,110.550367,9.04565065803897,169.930027490003,166.237676821589,166.281131,0.224880242163044,49.1580631926667,50.4122938530735,49.1,6,110.53854,2330965,1.56773622075876,None
50,100000,85,4.45,4.37333333333333,110.699882,9.03343329670397,167.659689173111,165.937727600991,165.98119,0.228608079679116,48.4127483946667,48.3612804878049,48.34,6,110.685671,2328508,1.565684337522,None
50,100000,85,4.45,4.37166666666667,110.529337,9.04737173986668,167.874759325007,164.224756385055,164.265865,0.228731888856653,48.3197418251667,49.1803278688525,48.24,6,110.512408,2326688,1.56416692733802,None
50,100000,85,4.45,4.30833333333333,110.763552,9.02824062558052,158.973994440475,160.836913353192,160.873506,0.232076170104062,47.72063032,46.9439071566731,47.66,5,110.750147,2325241,1.56295780492039,None
50,100000,85,4.45,4.47666666666667,110.228531,9.0720613885347,169.115498636376,166.326754939687,166.36756,0.223373506080417,49.3456390443333,50.2792256142964,49.28,5,110.215034,2334490,1.57067509646902,None
50,100000,85,4.45,4.405,110.301065,9.06609559934893,163.454060003874,162.653254099887,162.695165,0.226916911554673,48.5876191325,49.7162315550511,48.52,4,110.282011,2339034,1.57445816033075,None
50,100000,85,4.45,4.55166666666667,110.439233,9.05475321437627,172.075339340641,169.339141533138,169.377471,0.2196502467803,50.2682575538333,51.0801904064445,50.2,6,110.425956,2325850,1.56347907089693,None
60,100000,85,5.34,5.44333333333333,109.703206,9.11550388053381,187.254681742041,190.139951749847,190.168647,0.183570375054501,59.7151117993333,59.2774035517453,59.6,10,109.689028,2346803,1.58099349582206,None
60,100000,85,5.34,5.33666666666667,109.992797,9.09150441914846,173.776851678819,181.134605686758,181.167,0.18734877348376,58.6994893323333,56.9800124921924,58.59,5,109.981059,2348454,1.58236405727567,None
60,100000,85,5.34,5.27,109.745128,9.11202181111858,180.811750543395,182.782984111954,182.819103,0.189601346640101,57.835682456,58.7919038583175,57.72,9,109.724203,2338271,1.57387212337302,None
60,100000,85,5.34,5.26166666666667,109.915617,9.09788824639905,178.284596959319,181.645101748812,181.675105,0.190050451574913,57.8339338115,57.7605321507761,57.73,5,109.904893,2337622,1.57333125738158,None
60,100000,85,5.34,5.39,109.945765,9.09539353334801,196.715555846221,193.034955453927,193.066219,0.185494922875077,59.260767335,59.1991341991342,59.14,9,109.93072,2345380,1.57980496413577,None
60,100000,85,5.34,5.27333333333333,109.938055,9.09603139695349,179.38454260238,182.439801059102,182.480137,0.189563618020228,57.9740010033333,57.5379266750948,57.86,6,109.92268,2341041,1.57618158742261,None
60,100000,85,5.34,5.24666666666667,109.738305,9.11258835280898,180.183380182089,181.442291396125,181.479782,0.190420084510483,57.57603069,57.6556543837357,57.46,7,109.722657,2348490,1.5823879085525,None
60,100000,85,5.34,5.32666666666667,110.017929,9.08942759684197,173.37486029287,180.306863560075,180.310643,0.187606779516896,58.602883514,57.9383700922884,58.48,6,110.005194,2342685,1.57755517596467,None
60,100000,85,5.34,5.11333333333333,110.101982,9.08248863312924,206.244294895876,194.536560246089,194.566432,0.195355529514994,56.2988134626667,57.1544980443286,56.19,9,110.090017,2346561,1.58077324120797,None
60,100000,85,5.34,5.23166666666667,109.951768,9.09489695518129,171.840539854532,177.547470047467,177.58199,0.191112015566422,57.5230999586667,56.6581713921631,57.42,7,109.935172,2343648,1.57835204603526,None
70,100000,85,6.23,6.24,109.176268,9.15949975502002,211.727653133903,216.438723723024,216.467489,0.160246972687767,68.125991232,68.3894230769231,67.97,7,109.160692,2357828,1.59022828102633,None
70,100000,85,6.23,6.18,109.225926,9.1553355198838,228.034024221224,226.079453886462,226.104749,0.16178648432767,67.501622268,68.6218985976268,67.35,9,109.206088,2350662,1.58425210549344,None
70,100000,85,6.23,6.1,109.159845,9.160877793478,216.003762429455,215.956827223497,215.986471,0.163899401598634,66.58750545,65.8060109289617,66.45,9,109.146416,2361828,1.59355392035617,None
70,100000,85,6.23,6.18,109.29839,9.14926560217401,214.85513697315,216.683307980043,216.712958,0.161796813606257,67.54640502,68.433117583603,67.4,7,109.283761,2356058,1.58874988802066,None
70,100000,85,6.23,6.27166666666667,109.290563,9.14992083991735,218.217734548225,222.319812053415,222.349064,0.159424706681637,68.5433980948333,68.2567100717513,68.39,8,109.274638,2356910,1.58946543172567,None
70,100000,85,6.23,6.11,109.323719,9.14714582660694,215.944633885227,216.120050523732,216.153351,0.163655647291053,66.796792309,66.9258046917621,66.65,9,109.306885,2353090,1.58627199857038,None
70,100000,85,6.23,6.135,109.461476,9.13563416594163,216.712309538154,218.298676794349,218.32981,0.162971634862537,67.154615526,66.9519152404238,67,9,109.444855,2353562,1.58666731495333,None
70,100000,85,6.23,6.105,109.33256,9.14640615750697,217.572944845672,217.055381183456,217.087926,0.163784173791155,66.74752788,67.3901173901174,66.6,10,109.315316,2357148,1.58965401910501,None
70,100000,85,6.23,6.275,109.008542,9.1735930198938,221.477965958212,222.001315511023,222.027083,0.159330247622045,68.402860105,68.4860557768924,68.26,8,108.990991,2359255,1.59141925908573,None
70,100000,85,6.23,6.11666666666667,109.183795,9.1588683100821,207.366600093549,211.377918180109,211.4032,0.163374054967575,66.7840879416667,66.7029972752044,66.65,8,109.172771,2365268,1.59642221398865,None
80,100000,85,7.12,7.08333333333333,108.989312,9.17521160240006,297.051903114187,295.561964803294,295.590203,0.141130737524235,77.2007626666667,77.9176470588235,77.01,14,108.971354,2371365,1.60156095632649,None
80,100000,85,7.12,7.18,108.733972,9.19675775294956,280.830766365872,285.73387102623,285.760279,0.139265059660631,78.070991896,77.7274837511606,77.86,12,108.719584,2367950,1.59871918035419,None
80,100000,85,7.12,7.12,108.930015,9.18020620854592,316.011235955056,311.502136325843,311.526325,0.14042937811236,77.55817068,77.9611423220974,77.37,14,108.912916,2371406,1.60159710988751,None
80,100000,85,7.12,7.075,108.890016,9.18357840998021,300.465731873291,298.560729428975,298.587296,0.141240353898469,77.03968632,75.9952885747939,76.85,15,108.872733,2372184,1.60224272247706,None
80,100000,85,7.12,7.10833333333333,108.735307,9.19664483956439,283.289514010959,286.09778469449,286.125927,0.140678480182415,77.2926807258333,77.010550996483,77.1,14,108.72164,2374897,1.60450541599335,None
80,100000,85,7.12,7.13666666666667,108.845424,9.18734075582268,265.173768690767,272.231200803129,272.257523,0.140109858262261,77.679350928,77.7557216254087,77.35,9,108.830043,2375815,1.60527195737217,None
80,100000,85,7.12,7.01,108.876842,9.18468961471164,285.204954812872,284.780458343081,284.807433,0.142637771099382,76.322666242,76.0461245839277,76.13,12,108.86145,2369284,1.5998215834281,None
