CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
30,40000,75,2.67,2.58333333333333,112.700299,8.87309092232311,141.852237252862,137.478472476129,137.535295,0.387057791950323,29.1142439083333,29.2903225806452,29.13,4,112.68242,2128951,1.39926963676404,None
30,40000,75,2.67,2.67,112.411202,8.89591056948221,143.547157813033,138.032559911985,138.088354,0.374348097369538,30.013790934,30.8988764044944,30.02,4,112.393993,2122649,1.39402192499531,None
30,40000,75,2.67,2.66666666666667,112.604424,8.8806457550904,131.71875,135.935695124375,135.993144,0.374920142285,30.0278464,28.5,30.03,4,112.587157,2181455,1.4430310690848,None
30,40000,75,2.67,2.64666666666667,112.862509,8.86033820141284,148.468678819103,140.142750081864,140.198994,0.377684297474811,29.8709440486667,30.7304785894207,29.87,5,112.840172,2165753,1.42994417218774,None
30,40000,75,2.67,2.605,112.477869,8.89063785516776,143.063624630521,137.432927846449,137.489189,0.383818795918746,29.3004848745,31.317978246961,29.32,3,112.460669,2154651,1.42068898865715,None
40,40000,75,3.56,3.44666666666667,111.310791,8.98385494358764,147.17216196701,146.852210545455,146.895698,0.290082023402805,38.365119298,38.2011605415861,38.34,5,111.293823,2231260,1.48458169848792,None
40,40000,75,3.56,3.425,111.222018,8.99102550000487,150.602944571723,147.144255675426,147.188052,0.291893212941119,38.093541165,39.5133819951338,38.07,4,111.205001,2226476,1.48059321256792,None
40,40000,75,3.56,3.53166666666667,111.309418,8.98396575930349,156.27501998258,150.797345234073,150.840062,0.283120690613969,39.3107761236667,40.6087777253421,39.26,5,111.290937,2224363,1.4788383305482,None
40,40000,75,3.56,3.54166666666667,111.22111,8.99109890199801,135.064359861592,143.717256561882,143.760436,0.282344899681412,39.3908097916667,37.2941176470588,39.36,4,111.206338,2253716,1.50330235865405,None
40,40000,75,3.56,3.655,111.032464,9.00637492832727,148.401548765722,148.899031125855,148.939378,0.273564415808482,40.582365592,41.5640674874601,40.55,5,111.016499,2239112,1.49113720431743,None
40,40000,75,3.56,3.50833333333333,111.100279,9.00087748654529,154.772315660598,150.138123016627,150.1795,0.284912700222803,38.9776812158333,40.0475059382423,38.94,5,111.081974,2236212,1.48871191659665,None
40,40000,75,3.56,3.54333333333333,111.120551,8.99923543395677,159.96014049943,151.27482953904,151.316633,0.281871920010348,39.3737152376667,41.7685794920038,39.34,5,111.104736,2212607,1.46904100410902,None
40,40000,75,3.56,3.48166666666667,111.049182,9.00501905543077,140.928307363951,144.683933300144,144.724415,0.287128656104356,38.663623533,37.5777884155098,38.64,4,111.032197,2222799,1.4775316592156,None
50,40000,75,4.45,4.44666666666667,110.232368,9.07174560561014,165.58905704569,164.42196777099,164.456198,0.224880000026987,49.0166596373333,49.5689655172414,48.94,7,110.211559,2278594,1.52408691278556,None
50,40000,75,4.45,4.41166666666667,110.160386,9.07767334802186,153.669200036708,158.290705988666,158.325935,0.226648778418209,48.5990902903333,47.5821684926332,48.52,6,110.144398,2274613,1.52076674577813,None
50,40000,75,4.45,4.5,110.086818,9.08373970805478,162.83950617284,163.283229991111,163.316208,0.222172356287037,49.5390681,49.6111111111111,49.47,5,110.067519,2273216,1.51960742951196,None
50,40000,75,4.45,4.43333333333333,110.236136,9.07143552274002,170.656905421448,166.115518149624,166.148071,0.225408315382331,48.8713536266667,49.812030075188,48.82,8,110.220509,2278330,1.5238662488676,None
50,40000,75,4.45,4.495,110.119955,9.08100625358955,153.922106010757,159.409639188728,159.444328,0.222442542643307,49.4989197725,48.3685576566555,49.43,6,110.102201,2278102,1.52367944535807,None
50,40000,75,4.45,4.41833333333333,110.4215,9.05620735092351,158.669831430913,161.324521423614,161.357602,0.226328839324406,48.7878994166667,47.8121463598642,48.72,7,110.405468,2278600,1.52409075107109,None
50,40000,75,4.45,4.425,110.065565,9.08549372367279,164.06524306553,163.279357267043,163.312319,0.225802451022976,48.7040125125,49.8116760828625,48.64,6,110.044652,2276508,1.52234675909942,None
50,40000,75,4.45,4.44833333333333,110.423017,9.05608293604222,168.033936959338,165.22673751405,165.260287,0.2246262586568,49.1198387288333,49.3443237167479,49.05,7,110.406738,2266523,1.51402695439465,None
60,40000,75,5.34,5.31,109.639937,9.12076408799834,190.865639810707,188.754927228814,188.783174,0.188252905340866,58.218806547,58.1607030759573,58.11,7,109.623677,2309997,1.55030876148704,None
60,40000,75,5.34,5.51,109.534424,9.12954999425569,186.977864587622,189.830665551724,189.858571,0.181445059435572,60.353467624,60.5565638233515,60.25,7,109.518419,2320683,1.55922671713874,None
60,40000,75,5.34,5.36333333333333,109.220444,9.15579504511079,180.599262770286,184.003847848042,184.032019,0.186288138305159,58.5785647986667,58.5767557489124,58.47,6,109.200245,2304452,1.54568910467235,None
60,40000,75,5.34,5.25166666666667,109.688691,9.11671012647968,192.138003370196,188.660087092034,188.689428,0.190375142691209,57.6048442235,57.9974611234529,57.49,8,109.671275,2302900,1.5443903277557,None
60,40000,75,5.34,5.37833333333333,109.537179,9.12932037440913,181.841006976141,185.271319641463,185.274194,0.185832074721413,58.9127461055,58.4198295894655,58.79,6,109.519028,2327399,1.56481644279715,None
60,40000,75,5.34,5.51,109.473486,9.13463192356915,182.119514318684,186.312994365699,186.341972,0.181417910536903,60.319890786,60.2087114337568,60.2,7,109.459328,2303557,1.5449523907648,None
60,40000,75,5.34,5.48833333333333,109.578246,9.12589894895744,201.432166751861,197.385629552991,197.412448,0.182200737579715,60.140194013,61.6003644093532,60.01,8,109.562293,2315091,1.55456464751829,None
60,40000,75,5.34,5.51666666666667,109.234434,9.15462243343523,189.839450169312,190.445548891239,190.473418,0.181259886119033,60.26099609,60.4078549848943,60.13,7,109.217322,2305035,1.5461838896041,None
60,40000,75,5.34,5.435,109.512782,9.13135418292999,171.466922371863,179.17773982582,179.204693,0.183930373633241,59.520197017,58.3869978534192,59.41,7,109.49419,2313693,1.55339623399166,None
70,40000,75,6.23,6.145,108.958837,9.17777784283803,222.738480571789,221.688430905886,221.712792,0.16258424838351,66.9552053365,67.602386764307,66.81,12,108.941796,2339137,1.57464321000097,None
70,40000,75,6.23,6.375,108.856681,9.18639068189117,224.877611175189,226.445442628235,226.468481,0.156849202842353,69.3961341375,69.4509803921569,69.23,9,108.837854,2348233,1.58223779623799,None
70,40000,75,6.23,6.295,108.950822,9.17845300882631,245.518472978142,239.9435911435,239.967757,0.158797104282499,68.584542449,69.142176330421,68.42,9,108.937263,2339959,1.57533707303449,None
70,40000,75,6.23,6.335,108.815927,9.18983119079618,228.070151762675,228.08882809287,228.091046,0.157848889549592,68.9348897545,68.9727739050375,68.76,11,108.799566,2344761,1.57934135013912,None
70,40000,75,6.23,6.37666666666667,108.992546,9.17493935777957,241.052976457064,237.480946087297,237.504245,0.156800203700732,69.5009134993333,70.3737584945112,69.34,9,108.976,2340264,1.57559628056367,None
70,40000,75,6.23,6.17666666666667,108.933768,9.17988993091656,212.815437051802,214.210964104155,214.236569,0.161898522490286,67.284757368,67.3097679438748,67.14,9,108.915061,2335989,1.57202117649008,None
70,40000,75,6.23,6.16166666666667,109.159533,9.1609039771176,209.967815616973,213.812098915337,213.836298,0.162252158916419,67.2604655835,66.1211793345956,67.11,9,109.14213,2334608,1.57086996575232,None
70,40000,75,6.23,6.025,108.955618,9.17804899238881,233.788444872965,225.547452206639,225.573592,0.165926870757676,65.645759845,66.8326417704011,65.5,12,108.938371,2338121,1.57378928359802,None
70,40000,75,6.23,6.3,108.802495,9.19096570349788,235.49172755522,232.428873494444,232.455558,0.158679710150265,68.54557185,69.1798941798942,68.38,10,108.785384,2342754,1.5776664658391,None
70,40000,75,6.23,6.19333333333333,109.065945,9.16876482388705,230.703118391826,227.533559821582,227.559126,0.161455949621367,67.54817527,68.9585575888052,67.39,8,109.047563,2349468,1.58325713694289,None
80,40000,75,7.12,6.97833333333333,108.651158,9.20376752910448,265.279118341947,268.208397264151,268.229163,0.143284884046573,75.8203997576667,75.8538332935276,75.62,14,108.636065,2356108,1.58883647116286,None
80,40000,75,7.12,7.12833333333333,108.705982,9.19912576660225,278.750310708727,282.649647802432,282.651616,0.140216147904138,77.4892475023333,76.8088836937463,77.27,11,108.68721,2365917,1.5970214098556,None
80,40000,75,7.12,7.14166666666667,108.825487,9.18902389106699,296.467147480628,297.141887899883,297.164012,0.14001812318203,77.7195352991667,77.7246207701284,77.39,13,108.811626,2363861,1.59530836589957,None
80,40000,75,7.12,7.265,108.45774,9.22018105853948,321.600877348792,318.435327043359,318.456302,0.137630089067906,78.79454811,79.685707731131,78.59,16,108.442672,2363940,1.59538079121153,None
80,40000,75,7.12,7.08166666666667,108.531787,9.21389048906013,294.416733443185,292.104074842787,292.124813,0.141148932763238,76.8585938271667,77.4770534243351,76.66,11,108.513166,2360587,1.5925754492204,None
80,40000,75,7.12,6.98,108.614133,9.20690496143812,262.381534908033,267.410403060411,267.43168,0.143229494127985,75.812664834,75.1790830945559,75.62,14,108.598689,2357559,1.59004589225886,None
80,40000,75,7.12,7.145,108.517486,9.21510474358022,312.024423930111,307.529536949848,307.552728,0.139957710138792,77.535743747,78.1548868672732,77.33,15,108.500787,2356205,1.58892666420225,None
80,40000,75,7.12,7.09166666666667,108.644267,9.20435129816836,273.934998708922,276.979233545476,276.999832,0.140996077524794,77.0468926808333,78.0611045828437,76.85,12,108.626827,2353417,1.58660021153662,None
80,40000,75,7.12,6.94166666666667,108.570889,9.21057208990893,259.718773463767,263.482897733974,263.505151,0.144038600890516,75.3662921141667,75.546218487395,75.17,13,108.556716,2361846,1.5936166794832,None
90,40000,75,8.01,7.82833333333333,108.250161,9.23786154923132,338.648566851431,350.240357084522,350.259051,0.127704957805195,84.7418343695,83.9578454332553,84.51,14,108.231684,2374674,1.60436034515395,None
90,40000,75,8.01,7.96833333333333,108.48506,9.2178591227216,416.795706318687,421.807668694625,421.82637,0.125483352913198,86.4445119766667,86.4568081991215,86.2,18,108.46926,2375467,1.6050306427943,None
90,40000,75,8.01,8.06833333333333,108.40117,9.22499268227456,528.472434360825,522.912835977277,522.931202,0.123923830401983,87.4616773283333,88.2255732286718,87.21,24,108.384918,2374418,1.60416182730898,None
90,40000,75,8.01,8.04666666666667,108.252805,9.23763592084288,443.856055088757,448.473459512635,448.493158,0.124148064920878,87.1074237566667,86.6818558409279,86.87,18,108.234906,2378514,1.60757411374493,None
90,40000,75,8.01,7.92833333333333,108.269646,9.23619903587752,616.331689413904,590.101917538154,590.120717,0.126127386075468,85.839784337,85.7157872608787,85.46,30,108.252704,2373225,1.60315778908552,None
90,40000,75,8.01,7.93333333333333,108.146014,9.24675781393108,436.37013628981,436.068313613025,436.08737,0.126033562622269,85.7958377733333,85.5147058823529,85.41,25,108.126663,2372250,1.60234482083654,None
90,40000,75,8.01,7.93,108.403144,9.22482469696635,427.328341143899,429.402890803069,429.421766,0.126048971873476,85.963693192,85.8659100462379,85.73,18,108.384299,2374391,1.60413117336062,None
90,40000,75,8.01,8.12666666666667,108.227221,9.23981961987179,510.061334045779,510.094279451805,510.112051,0.123040691359926,87.9526549326667,87.2333880229697,87.71,25,108.212359,2378130,1.60725866849476,None
90,40000,75,8.01,8.05333333333333,108.371524,9.22751626155963,468.498160716635,469.576872243378,469.594851,0.124169527848717,87.2752006613333,87.0757450331126,87.03,16,108.353304,2378119,1.60724574981259,None
100,40000,75,8.9,8.925,107.931059,9.26517361420497,1193.93476744633,1206.7601573535,1206.761982,0.112029238278058,96.3284701575,96.284193819438,95.55,45,107.913125,2382981,1.61134547622642,None
100,40000,75,8.9,8.82833333333333,108.162456,9.24535219503522,1212.29762027933,1214.91509885331,1214.933463,0.113247335235039,95.489421572,95.723994713989,95.21,41,108.143636,2382250,1.61073426945249,None
100,40000,75,8.9,8.94,107.938972,9.26449438484554,1001.13264548739,1024.02538339765,1024.042502,0.11185340814355,96.497440968,95.5532767782232,95.58,35,107.920107,2383052,1.61140482439849,None
100,40000,75,8.9,8.90666666666667,108.066544,9.25355769682058,891.501521657284,915.534147281624,915.551383,0.112265055063249,96.2512685226667,95.6493263473054,95.97,27,108.05217,2383742,1.61198213301694,None
100,40000,75,8.9,8.82166666666667,107.983628,9.26066310718881,1376.39234134936,1369.98357599679,1370.001718,0.113340176423201,95.2595571673333,95.6829775174759,94.81,44,107.964948,2380493,1.60926750693405,None
100,40000,75,8.9,8.98166666666667,108.259682,9.23704911677091,1358.15102901139,1376.58094745927,1376.598542,0.111329741081091,97.2352377163333,96.8175913898683,96.46,52,108.241139,2384752,1.61282673402672,None
100,40000,75,8.9,8.86333333333333,108.127922,9.24830498453489,1197.71814116945,1206.36282668541,1206.364639,0.112818562717751,95.8373815326667,95.6942747015136,95.39,39,108.113905,2384147,1.61231651669628,None
100,40000,75,8.9,8.88833333333333,108.081651,9.25226429044834,883.189692136557,904.923991282768,904.941456,0.112506701906057,96.0665741305,95.8841177573598,95.78,38,108.063246,2383770,1.61200442235942,None
10,40000,80,0.89,0.87,119.481116,8.36952343163584,138.723741577487,127.543996888889,127.720083,1.14876460552682,10.394857092,11.1111111111111,10.47,2,119.454149,1771379,1.10119217189621,None
10,40000,80,0.89,0.941666666666667,118.029453,8.47246153042834,93.9776020048555,124.254125338053,124.412378,1.06035740720531,11.1144401575,8.49557522123894,11.2,2,118.005254,1824250,1.14525571010613,None
10,40000,80,0.89,0.915,118.957065,8.40639435749361,155.274866374033,128.166945750455,128.334473,1.09010443106193,10.8845714475,13.2969034608379,10.96,2,118.930212,1790686,1.11728384189285,None
10,40000,80,0.89,0.866666666666667,119.159923,8.39208330136299,122.041420118343,126.822579757692,126.983841,1.15042753392692,10.3271933266667,10,10.4,2,119.125527,1818047,1.14008300979576,None
10,40000,80,0.89,0.878333333333333,118.940281,8.40758060761602,101.537830042956,125.459518599621,125.626534,1.13533012374194,10.4469213478333,8.15939278937381,10.53,3,118.914795,1787070,1.11426863480426,None
10,40000,80,0.89,0.911666666666667,118.983579,8.40452109782309,166.438843751358,128.944771197441,129.104863,1.092302764,10.8473362855,13.8939670932358,10.93,2,118.949657,1816449,1.13875353694194,None
10,40000,80,0.89,0.846666666666667,119.25883,8.38512334893777,102.300204600409,123.85543090748,124.028594,1.18023376084055,10.0972476066667,8.26771653543307,10.18,2,119.226075,1790337,1.11698976157339,None
10,40000,80,0.89,0.9,119.00311,8.40314173301857,117.283950617284,127.396609311111,127.566315,1.10933255425556,10.7102799,10.1851851851852,10.79,2,118.973653,1813123,1.13598119738208,None
10,40000,80,0.89,0.856666666666667,119.571288,8.36321174360855,95.3837302608669,124.193664093385,124.37302,1.16708758795136,10.243273672,7.97665369649806,10.32,2,119.544307,1800035,1.12507224151367,None
20,40000,80,1.78,1.76333333333333,114.798314,8.7109293260178,148.745180298813,133.043291878072,133.134671,0.56660110431569,20.2427693686667,22.4480151228733,20.3,3,114.778595,2024515,1.31219113053179,None
20,40000,80,1.78,1.78166666666667,114.777361,8.71251953597365,127.060688980461,130.574321486436,130.656026,0.560278334721235,20.4494998181667,19.2703461178672,20.5,3,114.757939,2062286,1.34366969821256,None
20,40000,80,1.78,1.75666666666667,114.371829,8.74341180641607,136.643994685467,129.610607996205,129.692436,0.568402355141366,20.091317961,21.7267552182163,20.13,4,114.348711,2036077,1.32182587216079,None
20,40000,80,1.78,1.85833333333333,113.866296,8.78222999367609,148.645659474351,132.239272163229,132.316714,0.536877073609866,21.16015334,22.4215246636771,21.21,3,113.844349,2045152,1.32939391743844,None
20,40000,80,1.78,1.79166666666667,114.659417,8.72148163809345,145.375878853434,131.878259338605,131.959616,0.557425748053023,20.5431455458333,22.5116279069767,20.58,3,114.638802,2068786,1.34908705762709,None
20,40000,80,1.78,1.74666666666667,114.813398,8.70978489810048,127.833459588602,129.546156378817,129.632208,0.57238083141126,20.0540735173333,20.4198473282443,20.09,3,114.788862,2042030,1.32678679396255,None
20,40000,80,1.78,1.83333333333333,114.310464,8.7481055102707,139.275535913428,132.041284214546,132.049761,0.54509969366,20.9569184,22.4443434802363,21,3,114.280579,2055098,1.33768173920781,None
20,40000,80,1.78,1.83,114.734488,8.71577515559228,121.930584171917,128.882956906193,128.966699,0.544928251815118,20.996411304,20.5828779599271,21.05,3,114.712177,2050926,1.33420510717078,None
20,40000,80,1.78,1.81833333333333,114.424628,8.7393773305516,124.004331750234,130.230881381302,130.309633,0.54930074863978,20.8062115246667,19.6150320806599,20.84,3,114.405387,2083699,1.36151652552517,None
20,40000,80,1.78,1.77,114.927134,8.70116538362472,128.475214657346,130.233352363465,130.31613,0.564945096160075,20.342102718,19.7269303201507,20.38,3,114.903384,2053754,1.33655872117159,None
30,40000,80,2.67,2.63833333333333,112.289892,8.90552107753385,141.027794926272,137.473497524321,137.530354,0.378900275710676,29.625816506,29.6272899557802,29.64,4,112.269156,2167587,1.43147147652289,None
30,40000,80,2.67,2.56833333333333,112.768499,8.86772466484634,129.617409664709,135.187191689163,135.245499,0.388608782074627,28.9627094931667,28.6177806619079,28.98,3,112.75068,2151570,1.41811958290882,None
30,40000,80,2.67,2.715,112.383028,8.89814074061076,136.340974532727,136.69047762124,136.74679,0.368248911395335,30.511992102,30.9699201964395,30.51,4,112.363039,2144523,1.41225421761699,None
30,40000,80,2.67,2.68833333333333,112.093619,8.92111441240915,141.826580299788,137.1516563292,137.206144,0.371317431848109,30.1345012411667,31.3701177929324,30.14,4,112.075132,2165131,1.42942715130906,None
30,40000,80,2.67,2.645,112.47018,8.89124566173896,140.079545170293,136.392293278513,136.453233,0.377797414699433,29.74836261,29.6786389413989,29.76,4,112.449119,2164115,1.42857850673948,None
30,40000,80,2.67,2.58333333333333,112.676754,8.874945048559,143.350676378772,137.893721594194,137.953007,0.386120072634839,29.10816145,30.258064516129,29.13,4,112.66052,2146295,1.41372414162584,None
30,40000,80,2.67,2.67666666666667,112.508063,8.88825185800239,133.178972377867,135.439062050436,135.494579,0.373480001370486,30.1146581963333,29.9190535491905,30.11,3,112.482612,2162882,1.42755267700428,None
30,40000,80,2.67,2.62166666666667,112.694432,8.87355286550448,142.705355674205,137.821846844247,137.879137,0.381426829319135,29.5447235893333,29.6567069294342,29.57,4,112.675982,2162312,1.42707492966535,None
40,40000,80,3.56,3.74166666666667,111.238665,8.98967998222561,144.820710214731,149.064236722494,149.103945,0.267237297515368,41.6218004875,41.4031180400891,41.58,4,111.222033,2246668,1.49743994731292,None
40,40000,80,3.56,3.49166666666667,111.411524,8.97573216932209,138.208372018843,143.960138423866,144.000772,0.286232926903103,38.9011904633333,36.6109785202864,38.87,5,111.392791,2240207,1.49204108036669,None
40,40000,80,3.56,3.69,111.22927,8.99043929713825,157.105681264581,152.286368639115,152.328017,0.270941442056459,41.04360063,42.163504968383,41,5,111.208198,2237216,1.48955936048603,None
40,40000,80,3.56,3.63333333333333,111.137052,8.99789927845126,155.731840754145,150.286119769725,150.32568,0.275214132643119,40.37979556,40.802752293578,40.34,5,111.117297,2233213,1.48621972885895,None
40,40000,80,3.56,3.55,111.24704,8.98900321302931,149.110626198506,147.836067204225,147.877429,0.281661437958686,39.4926992,39.3192488262911,39.46,5,111.228318,2235382,1.48802287035469,None
40,40000,80,3.56,3.62,111.459523,8.9718668543019,144.480734206323,147.712360257827,147.753657,0.276143365928637,40.348347326,39.5948434622468,40.31,5,111.44316,2235284,1.48794560041912,None
40,40000,80,3.56,3.49333333333333,111.414879,8.97546188601973,135.618189499446,144.101243359256,144.143041,0.286149165497137,38.920931064,36.4026717557252,38.89,5,111.399737,2227494,1.48144587115774,None
40,40000,80,3.56,3.445,111.582569,8.96197326304613,139.871629862593,145.708385674407,145.750876,0.290008227492017,38.4401950205,37.3488147073053,38.42,4,111.565522,2232943,1.48598476233092,None
50,40000,80,4.45,4.345,110.604385,9.04123285889615,166.498711312334,163.99741076985,164.030925,0.229995734148447,48.0576052825,48.1012658227848,47.98,7,110.586057,2261662,1.50996995674207,None
50,40000,80,4.45,4.55666666666667,110.329022,9.06379828147122,162.707652263164,164.520944427213,164.553673,0.219447937584126,50.2732576913333,50.0182882223848,50.2,7,110.312643,2266804,1.5142671977236,None
50,40000,80,4.45,4.44333333333333,111.560988,8.96370691876626,163.654264400527,164.87226227832,164.875474,0.224965469589647,49.570265668,48.8655540971311,49.49,8,111.543389,2283780,1.52841208056467,None
50,40000,80,4.45,4.47333333333333,110.324442,9.0641745552631,174.156729396035,168.764579770864,168.798345,0.223523673359911,49.351800388,49.720566318927,49.29,6,110.306216,2256823,1.50594377376007,None
50,40000,80,4.45,4.35,110.488224,9.05073829406472,161.536090192452,161.167372542529,161.201446,0.229795221851341,48.06237744,49.0804597701149,47.99,5,110.471937,2279367,1.5247261460497,None
50,40000,80,4.45,4.48833333333333,110.426285,9.05581492667258,169.437094617132,166.987637327145,167.021945,0.222493622900111,49.5629975841667,50.352766431489,49.5,7,110.404704,2277814,1.52343978207351,None
50,40000,80,4.45,4.43666666666667,110.516364,9.04843376859557,156.683851134677,160.92054429414,160.95407,0.225266669950413,49.032426828,48.3095416979715,48.96,5,110.499245,2266167,1.51372977430687,None
50,40000,80,4.45,4.405,110.678282,9.03519626370782,164.312988327594,163.280413784336,163.314529,0.226813122776391,48.753783221,49.5648883844117,48.69,6,110.657595,2266380,1.51390587956293,None
50,40000,80,4.45,4.43166666666667,110.494519,9.05022266308069,160.262371467273,161.451467502445,161.484362,0.225616932104551,48.9674876701667,50.2256487401279,48.91,5,110.477349,2270052,1.51696745217498,None
60,40000,80,5.34,5.195,109.772799,9.10972489641992,173.132342955811,176.883850853064,176.915664,0.192338515340391,57.0269690805,56.4164260506898,56.92,6,109.75636,2308864,1.54935807114202,None
60,40000,80,5.34,5.355,109.63021,9.12157333275199,183.312250099749,185.299099381575,185.326564,0.186739083765017,58.706977455,58.1232492997199,58.6,7,109.615171,2301271,1.5430385337625,None
60,40000,80,5.34,5.36833333333333,109.645945,9.12026431985241,169.939953778569,178.454177401428,178.483294,0.186269585061472,58.8615981408333,57.6373796957467,58.75,6,109.632594,2299158,1.54127821300408,None
60,40000,80,5.34,5.32,109.779495,9.10916924877455,190.796540222737,188.51274547713,188.540707,0.187969403342419,58.40269134,59.1008771929825,58.29,8,109.765839,2312637,1.55251008247217,None
60,40000,80,5.34,5.375,109.698522,9.11589310200551,190.921218676762,189.359723923411,189.38659,0.18597041044031,58.962955575,60.3100775193799,58.85,7,109.683927,2311495,1.55156126298922,None
60,40000,80,5.34,5.37833333333333,109.406789,9.14020061405879,177.547880262301,182.435428520607,182.462554,0.185878430153703,58.8426180171667,58.0260303687636,58.73,6,109.393099,2301100,1.54289670417922,None
60,40000,80,5.34,5.41,109.922693,9.09730259246833,199.648536575088,195.955499353358,195.982907,0.184829517341651,59.468176913,59.4731977818854,59.36,8,109.904352,2299089,1.54122395559061,None
60,40000,80,5.34,5.41833333333333,109.877309,9.10106016520663,182.77034887214,186.833459069825,186.861936,0.184552767073208,59.5351885931667,58.1513380498308,59.42,6,109.860694,2313392,1.55314541283553,None
60,40000,80,5.34,5.18333333333333,109.793067,9.10804322462365,182.814487029704,182.086204462058,182.115219,0.192883577676527,56.909406395,57.0096463022508,56.8,7,109.777117,2306443,1.54733960982251,None
70,40000,80,6.23,6.17,109.052697,9.16987866884209,210.013948393571,213.121908575365,213.145147,0.162014578427877,67.285514049,67.0988654781199,67.13,8,109.034789,2341108,1.57628775248505,None
70,40000,80,6.23,6.15166666666667,109.187422,9.15856406976987,212.346609504575,214.789981729342,214.814512,0.162542582319697,67.1684624336667,67.0414521809808,67.01,9,109.170222,2320880,1.55942729130971,None
70,40000,80,6.23,6.19833333333333,109.03778,9.17113316136847,216.514239321476,218.996575066954,219.023059,0.161326580064534,67.5852506366667,67.7735950524335,67.43,9,109.02015,2337850,1.57357387164284,None
70,40000,80,6.23,6.16,109.182177,9.15900403781104,196.94393257223,204.685293804654,204.688607,0.162305513154491,67.256221032,65.6972812119573,67.1,7,109.169373,2326561,1.56416282624005,None
70,40000,80,6.23,6.23333333333333,109.094121,9.16639678502932,220.845606108267,221.651286460963,221.675841,0.160427083174332,68.00200209,68.355614973262,67.84,10,109.075975,2335944,1.57198746109346,None
70,40000,80,6.23,6.13833333333333,109.346876,9.14520868433406,223.288912689597,222.93212891583,222.95688,0.162898131806679,67.1207573846667,67.5128970947597,66.97,9,109.330439,2331558,1.56832706756314,None
70,40000,80,6.23,6.20833333333333,109.150443,9.16166689309726,233.438133417414,230.503613107114,230.526439,0.160978297362148,67.7642333625,68.2281879194631,67.61,13,109.135923,2326482,1.56409973188345,None
70,40000,80,6.23,6.09,109.145069,9.16211798812459,213.747805900006,214.122754138752,214.149196,0.164195892366721,66.469347021,66.447728516694,66.33,9,109.128192,2339358,1.5748248071443,None
80,40000,80,7.12,7.125,108.482893,9.21804325406403,258.967887555145,266.750394910175,266.772087,0.140311007465497,77.2940612625,76.7485380116959,77.1,9,108.465625,2354948,1.58787768285644,None
80,40000,80,7.12,7.16833333333333,108.639807,9.20472916524971,294.314148405061,294.990926292258,295.011027,0.139492352103464,77.8766349845,77.8772378516624,77.68,10,108.621716,2364901,1.59617680947785,None
80,40000,80,7.12,6.955,108.816163,9.18981125993204,265.735549972669,269.373608449796,269.395126,0.143741800548766,75.6816413665,74.9101365923796,75.49,12,108.796885,2352426,1.58576678307536,None
80,40000,80,7.12,7.17333333333333,108.570337,9.21061891886732,264.526557814292,272.901360488383,272.922516,0.139371144283922,77.8811217413333,77.300185873606,77.68,11,108.551885,2358992,1.59125157845668,None
80,40000,80,7.12,7.07,108.678718,9.20143353181623,286.819952959127,286.791292961103,286.812624,0.141438834765912,76.835853626,76.5794436586516,76.64,12,108.661486,2358242,1.5906207563428,None
80,40000,80,7.12,6.955,109.011482,9.17334561142835,289.578532219811,286.267259438054,286.289943,0.14376961443422,75.817485731,76.5037143541816,75.62,10,108.998199,2356032,1.58877312450311,None
80,40000,80,7.12,7.24333333333333,108.308797,9.23286037421319,296.526059582853,298.402483336862,298.42342,0.138011234331339,78.4516719603333,78.1983433041878,78.26,11,108.294767,2355205,1.58809823051581,None
80,40000,80,7.12,7,108.576326,9.21011086707797,270.204081632653,272.379499741429,272.400794,0.142853225512143,76.0034282,76.8452380952381,75.82,11,108.561876,2348876,1.58280962569676,None
80,40000,80,7.12,7.36666666666667,108.514139,9.21538897341295,318.682049917078,318.909999661765,318.930115,0.135729880987783,79.9387490633333,80.1923076923077,79.73,12,108.497991,2361389,1.59326073516666,None
80,40000,80,7.12,7.23666666666667,108.626969,9.20581701952855,293.937865685205,296.397212761861,296.416981,0.13817260821603,78.6097165663333,78.3394748963611,78.42,11,108.610262,2353870,1.58698636155863,None
90,40000,80,8.01,7.955,108.303751,9.23329054411052,404.103692952304,408.746722461555,408.765586,0.125636350946994,86.1556339205,86.580766813325,85.92,22,108.28462,2371781,1.60195669945689,None
90,40000,80,8.01,7.925,108.176714,9.24413363119904,359.720964483675,370.677667319453,370.696442,0.126174372280757,85.730045845,85.1209253417455,85.49,13,108.159919,2373022,1.60298874726828,None
90,40000,80,8.01,8.00166666666667,108.270747,9.23610511341535,462.736860390772,462.376354832327,462.395154,0.12491231364924,86.6346427245,86.4194959383462,86.39,23,108.25074,2371985,1.60212932517354,None
90,40000,80,8.01,8.02833333333333,108.251746,9.23772629034547,496.192619997794,492.209113751298,492.228537,0.124530853578368,86.9081100803333,87.0251193689018,86.66,21,108.237542,2371859,1.60202578489642,None
