Mod. Lambda;Mes. Lambda;Mes. MST;Mes. MSR;Mod. MRT;MRT=k/lambda;Mes. MRT;;Mod. U;1-Pi_0;Mes. U;State;Mes MCpuTime;Mes Average Power;Mes Total Power;Mes frequency
1;0,945;118,275262;8,454853391;133,1583918;78,31620166;123,390259;107,5183536;11,17701226;7,224669604;11.24;2;118,269001;null;null;2100000
1;0,958333333;119,19704;8,389470074;134,5689139;135,98761;127,237467;107,5453932;11,42304967;12,51086012;11.46;2;119,182212;1.14293924466338259441;696.05;2100000
1;0,958333333;119,610002;8,360504835;135,0954919;128,7349375;127,971729;107,5497425;11,46262519;11,98957428;11.51;2;119,59634;1.16853858784893267651;711.64;2100000
1;0,965;119,8383;8,344577652;135,50911;157,3627435;130,058121;107,5609271;11,56439595;14,15012942;11.60;2;119,817579;1.46428571428571428571;891.75;2100000
1;0,968333333;119,20045;8,389230074;134,7546038;127,8668291;125,998969;107,5585292;11,54257691;11,6938951;11.59;2;119,181539;1.36216748768472906403;829.56;2100000
1;0,996666667;119,326773;8,380348977;135,4337792;113,997368;127,480277;107,5970299;11,89290171;10,86048454;11.93;2;119,306231;2.37472131147540983606;1448.58;2100000
1;1,015;118,862256;8,413099613;135,169848;135,781166;129,452665;107,6158906;12,06451898;12,14109926;12.10;3;118,846517;1.15871921182266009852;705.66;2100000
1;1,026666667;120,072709;8,328287155;136,9558993;107,4351439;127,350782;107,6447884;12,32746479;10,54339011;12.37;2;120,054783;1.38784893267651888341;845.20;2100000
1;1,04;119,032938;8,401036022;135,8504424;135,4930098;127,674791;107,6504989;12,37942555;13,45076061;12.44;2;119,027164;null;null;2100000
1;1,058333333;119,121941;8,394759115;136,3061564;127,8675728;128,456156;107,6755172;12,60707209;12,58851298;12.64;2;119,106169;1.17778325123152709359;717.27;2100000
1;1,063333333;119,277341;8,383822037;136,6029019;156,1261087;131,738807;107,683879;12,68315726;15,03523884;0.07;2;119,260583;1.06256157635467980295;647.10;2100000
1,12;1,158333333;210,850058;4,742706782;278,9887869;243,9112693;244,109142;108,9741388;24,42346505;24,37095615;24.44;3;210,806879;1.17542622950819672131;717.01;800000
1,12;1,115;211,624191;4,725357698;276,9808655;251,8444593;241,877459;108,8832111;23,5960973;24,64525765;23.63;4;211,573875;1.15727868852459016393;705.94;800000
1,12;1,136666667;209,281199;4,778260086;274,6050656;250,7170249;243,896664;108,9043338;23,78829629;23,80952381;23.81;4;209,233258;1.16701639344262295081;711.88;800000
1,12;1,141666667;214,610595;4,659602197;284,2576253;252,3598844;250,049703;108,9827013;24,50137626;25,30999271;24.53;3;214,557668;1.14772131147540983606;700.11;800000
1,12;1,105;215,989949;4,629845067;283,7004126;225,0508922;245,67585;108,9129711;23,86688936;21,70308968;23.90;2;215,934388;1.11945901639344262295;682.87;800000
1,12;1,155;209,116457;4,782024401;275,7080983;225,9696564;240,430313;108,9444093;24,15295078;22,78298486;0.11;3;209,066568;.87424590163934426229;533.29;900000
1,12;1,106666667;216,482218;4,619317047;284,6853207;229,8131578;246,622943;108,9229145;23,95736546;22,79909707;24.00;3;216,431753;1.12814754098360655737;688.17;900000
1,12;1,095;208,15525;4,80410655;269,6067062;222,2337969;236,790193;108,7949507;22,79299988;21,29277567;22.84;3;208,105506;1.15640983606557377049;705.41;900000
1,12;1,11;216,231789;4,624666912;284,5219831;245,3316032;251,050638;108,92779;24,00172858;22,88072018;24.04;3;216,174028;1.13022950819672131147;689.44;900000
1,12;1,081666667;213,803502;4,677191864;278,1234855;241,9782433;246,349182;108,8315927;23,12641213;22,78675905;23.18;3;213,753163;1.11772131147540983606;681.81;1200000
1,12;1,161666667;207,866637;4,810776825;274,0394114;296,2003055;248,710076;108,9437745;24,14717433;28,8172043;24.19;4;207,818721;1.17160655737704918032;714.68;1200000
1,12;1,11;213,679987;4,679895455;280,1202479;230,4630212;241,891757;108,8966608;23,71847856;23,93098275;23.76;2;213,622022;1.12057377049180327868;683.55;1200000
1,12;1,035;215,110217;4,648779653;276,7185872;281,3825053;250,91566;108,7368034;22,26390746;25,2614642;22.32;3;215,055142;1.09936065573770491803;670.61;1200000
1,12;1,156666667;213,745296;4,678465532;283,945801;218,4724357;244,000327;109,0070803;24,7232059;23,11015119;24.76;2;213,691729;1.14044262295081967213;695.67;1200000
1,14;1,136666667;214,040395;4,672015299;282,8575352;211,4015017;242,828174;108,9637855;24,32925823;21,53846154;24.38;2;213,987133;1.33886885245901639344;816.71;1300000
1,14;1,136666667;219,456022;4,55672162;292,3929626;228,1589378;251,861916;109,0314373;24,9448345;23,15018315;24.99;2;219,396276;1.64360655737704918032;1002.60;1300000
1,14;1,155;209,448791;4,774436726;276,2860842;240,9510701;240,855726;108,9486278;24,19133536;24,51333814;24.23;3;209,398336;1.21004918032786885245;738.13;1300000
1,14;1,105;213,324083;4,687703263;279,1188459;260,513457;252,043955;108,880597;23,57231117;23,96382818;23.62;3;213,272325;1.12567213114754098360;686.66;1300000
1,14;1,18;212,255124;4,711311469;283,1809114;233,2452185;244,598527;109,0425669;25,04610463;24,41778405;25.09;3;212,206789;1.15239344262295081967;702.96;1300000
1,16;1,198333333;197,234302;5,070111993;258,2792272;231,9645172;228,574952;108,8875133;23,63524386;23,3495483;23.68;3;197,189458;1.21988524590163934426;744.13;1000000
1,16;1,196666667;198,872231;5,028354109;260,981621;200,0453591;227,094352;108,9054416;23,79837698;21,57272095;23.84;3;198,831888;1.21360655737704918032;740.30;1000000
1,16;1,108333333;199,447964;5,013839098;256,0487835;217,5988431;228,325865;108,7193925;22,10548268;21,56273479;22.15;3;199,406087;1.18798360655737704918;724.67;1000000
1,16;1,161666667;203,756661;4,907815014;266,9408436;226,4698169;233,999736;108,8913036;23,66973212;23,29749104;23.71;3;203,716197;1.18577049180327868852;723.32;1000000
1,16;1,126666667;200,45843;4,98856546;258,939981;219,1054724;229,101324;108,7720896;22,58498311;22,46858832;22.63;2;200,411884;1.19049180327868852459;726.20;1000000
1,16;1,231666667;209,88967;4,764407891;283,0663036;266,7932928;249,941622;109,1310701;25,85141102;27,45098039;25.89;3;209,839624;1.18311475409836065573;721.70;1100000
1,16;1,175;213,631754;4,680952065;285,2292278;267,8046353;255,07221;109,0486802;25,1017311;26,22253721;25.14;3;213,577968;1.14800000000000000000;700.28;1100000
1,16;1,181666667;210,567032;4,749081518;280,3150297;252,8648575;246,739362;109,0245323;24,88200428;25,0880902;24.92;3;210,519138;1.16324590163934426229;709.58;1100000
1,16;1,12;212,740901;4,700553562;279,2864239;280,8019118;251,292403;108,9085852;23,82698091;26,24535316;23.87;3;212,686861;1.13319672131147540983;691.25;1100000
1,16;1,113333333;214,423611;4,663665514;281,663785;232,4446097;246,400283;108,9135872;23,87249536;22,28870606;0.12;2;214,376191;.86603278688524590163;528.28;1100000
1,68;1,676666667;212,526092;4,705304608;330,1814279;295,0997443;279,018759;110,2061262;35,63354143;38,35072032;35.61;4;212,476549;1.28495894909688013136;782.54;800000
1,68;1,77;210,329964;4,754434323;335,0718735;271,9840479;270,315997;110,3814016;37,22840363;38,16470588;37.19;3;210,282947;1.31649180327868852459;803.06;800000
1,68;1,771666667;210,569954;4,749015617;335,8692638;268,5536185;271,939338;110,3899269;37,30597685;37,89374706;37.27;4;210,525779;1.30903278688524590163;798.51;800000
1,68;1,75;209,394349;4,775678068;330,5044283;263,5479704;266,229504;110,3171768;36,64401108;35,31651594;36.61;4;209,346489;1.30822950819672131147;798.02;800000
1,68;1,628333333;209,528011;4,77263157;318,0359892;279,8901591;268,330724;110,0395841;34,11814446;35,03836317;34.09;5;209,478487;1.28537704918032786885;784.08;800000
1,68;1,765;207,320693;4,823445193;326,9635181;262,0296334;265,615056;110,311472;36,59210231;36,24351109;36.57;4;207,273976;1.33437704918032786885;813.97;900000
1,68;1,628333333;208,748206;4,790460331;316,242833;283,3455931;267,643636;110,0256292;33,99116621;34,47570332;33.98;6;208,699847;1.29106557377049180327;787.55;900000
1,68;1,626666667;210,573473;4,748936254;320,2798388;238,5988769;260,162587;110,054436;34,25328494;31,02918587;34.24;3;210,524614;1.28263934426229508196;782.41;900000
1,68;1,656666667;208,405302;4,798342415;318,3014672;257,6545244;263,40968;110,0843867;34,5258117;33,63499246;34.51;3;208,36217;1.29914754098360655737;792.48;900000
1,68;1,673333333;209,52332;4,772738424;322,6425623;258,2006469;263,821777;110,1431199;35,06023555;33,34992534;0.12;4;209,474724;.88439344262295081967;539.48;900000
1,68;1,646666667;208,893791;4,787121701;318,4251929;250,348645;260,774015;110,0703231;34,39784425;34,4461305;34.40;3;208,846259;1.30009836065573770491;793.06;1200000
1,68;1,595;208,991625;4,784880734;313,4913445;243,9084279;257,604778;109,9534246;33,33416419;32,21932115;33.33;4;208,939619;1.28255737704918032786;782.36;1200000
1,68;1,603333333;209,394013;4,775685731;315,2234918;264,7082647;262,661486;109,9796551;33,57284008;34,44155844;33.58;4;209,345524;1.28367213114754098360;783.04;1200000
1,68;1,726666667;209,105228;4,782281197;327,2664108;296,6994284;276,567825;110,2579947;36,1055027;37,14423541;36.09;5;209,055626;1.31411475409836065573;801.61;1200000
1,68;1,708333333;209,403187;4,775476507;326,0362961;273,988893;270,08481;110,2214576;35,77304445;36,66504144;0.12;4;209,354319;.85327868852459016393;520.50;1200000
1,71;1,638333333;211,955517;4,717971083;324,7135155;232,110598;259,819453;110,1063191;34,72537887;30,60498221;34.72;4;211,9095;1.26906557377049180327;774.13;1300000
1,71;1,728333333;209,180483;4,780560718;327,6295878;237,2924678;260,137033;110,2632543;36,15336015;32,91566265;36.14;3;209,130537;1.31140983606557377049;799.96;1300000
1,71;1,666666667;208,383384;4,79884711;319,2664082;241,9790105;259,001193;110,106889;34,730564;32,23388306;34.72;4;208,337739;1.29670491803278688524;790.99;1300000
1,71;1,71;212,9306;4,696365858;334,8551542;287,6976497;280,268498;110,2915835;36,4111326;36,92157818;36.40;5;212,881768;1.28467213114754098360;783.65;1300000
1,71;1,65;208,405611;4,7983353;317,6281764;231,2881465;254,381972;110,0691231;34,38692582;31,70116103;34.38;3;208,354802;1.29818032786885245901;791.89;1300000
1,74;1,746666667;209,089341;4,782644563;329,3831622;242,7131453;259,984779;110,3036511;36,52093823;34,7639485;36.50;4;209,037055;1.33429508196721311475;813.92;1000000
1,74;1,725;197,842078;5,054536477;300,3421067;245,208154;250,794846;110,0406407;34,12775846;33,31723805;34.11;4;197,797446;1.37203278688524590163;836.94;1000000
1,74;1,726666667;208,99321;4,784844445;326,9921085;291,1118685;274,709102;110,2558691;36,08616093;37,53014954;36.07;5;208,941805;1.31154098360655737704;800.04;1000000
1,74;1,825;209,874712;4,764747456;340,1652744;242,5864214;263,400256;110,4994046;38,30213494;37,15198539;38.28;3;209,828887;1.32321311475409836065;807.16;1000000
1,74;1,708333333;202,35367;4,941842666;309,2615166;240,5964967;253,121831;110,0891058;34,56875196;34,27596294;34.55;3;202,30448;1.33822950819672131147;816.32;1000000
1,74;1,798333333;207,441474;4,820636784;330,8734601;290,0117232;275,418131;110,3898076;37,30489174;39,23112552;37.28;4;207,395379;1.32921311475409836065;810.82;1100000
1,74;1,74;210,286449;4,755418168;331,628963;299,3237704;279,369596;110,3112236;36,58984213;39,73192915;36.57;4;210,235995;1.29731147540983606557;791.36;1100000
1,74;1,723333333;211,390473;4,730582158;332,5298498;291,1170049;277,60267;110,2936158;36,42962485;37,89270179;36.41;6;211,341741;1.29121311475409836065;787.64;1100000
1,74;1,721666667;213,483256;4,684208114;337,5480201;240,5382887;265,012683;110,3293416;36,75470057;33,86550556;36.74;4;213,435255;1.27613114754098360655;778.44;1100000
2;1,95;180,972468;5,525702396;279,6653327;217,746087;228,267572;110,1683305;35,28963126;34,25886373;35.30;3;180,911987;1.34019672131147540983;817.52;800000
2;1,973333333;181,490665;5,509925263;282,7580959;228,2437566;231,355394;110,225976;35,81415789;35,16251583;35.82;4;181,430963;1.34152459016393442622;818.33;800000
2;2,013333333;181,378505;5,513332465;285,7143566;194,8121337;223,133159;110,3032775;36,51753901;33,18163012;36.53;3;181,318041;1.34965573770491803278;823.29;800000
2;2,06;182,097573;5,491561384;291,4125344;235,1610991;238,811621;110,4125798;37,51210004;37,36352608;37.52;4;182,03114;1.36334426229508196721;831.64;800000
2;2,073333333;180,586915;5,537499768;288,669733;234,4721921;234,914925;110,4048414;37,44168704;38,16793893;37.45;4;180,526913;1.36306557377049180327;831.47;800000
2;1,905;179,385378;5,574590366;272,5099808;203,8223578;221,137524;110,0456033;34,17291451;32,18189768;34.19;3;179,322107;1.32411475409836065573;807.71;900000
2;2,028333333;177,395446;5,637123289;277,1011924;220,6928202;226,792153;110,2443899;35,98170963;35,11293634;35.99;3;177,337344;1.34245901639344262295;818.90;900000
2;2,033333333;179,038618;5,58538717;281,5272645;217,1912882;226,040759;110,2908566;36,40451899;34,90372798;36.41;4;178,979553;1.35244262295081967213;824.99;900000
2;2,053333333;178,051245;5,616360616;280,6602141;237,4805722;229,546441;110,3079281;36,55985564;38,86409736;36.57;3;177,9925;1.35357377049180327868;825.68;900000
2;2,128333333;178,114932;5,614352423;286,8601618;244,5800839;235,762353;110,4561765;37,90879469;40;37.90;4;178,052825;1.36736065573770491803;834.09;900000
2;1,915;176,909372;5,652611779;267,5505267;241,2219185;227,841578;110,0132081;33,87814474;35,6676816;33.90;3;176,84857;1.32522950819672131147;808.39;1000000
2;1,97;173,075399;5,777828656;262,6168587;205,8359537;216,840777;110,0371343;34,0958536;32,85412262;34.10;4;173,025033;1.23208196721311475409;751.57;1000000
2;1,996666667;171,496514;5,831022315;260,8000123;231,0901983;220,659293;110,0532109;34,2421373;35,96161869;34.25;6;171,442855;1.23568852459016393442;753.77;1000000
2;2,031666667;172,135252;5,809385285;264,7100277;194,3399254;210,653323;110,1334388;34,97214536;32,75932759;34.97;4;172,081289;1.24154098360655737704;757.34;1000000
2;2,055;171,521731;5,830165042;264,8890814;221,7100273;221,360666;110,163724;35,24771572;34,94122416;35.25;5;171,469254;1.24947540983606557377;762.18;1000000
2;2,021666667;172,892179;5,783951627;265,795922;240,4931332;225,975152;110,1313386;34,95303552;36,9592089;34.95;5;172,84447;1.23995081967213114754;756.37;1100000
2;2,048333333;172,397788;5,800538462;266,5099497;225,7362486;220,516759;110,1708782;35,31281358;36,31557544;35.31;4;172,350943;1.24737704918032786885;760.90;1100000
2;2,066666667;171,787834;5,821133993;266,3493682;239,4976011;225,922772;110,1917598;35,50281903;35,95324466;35.50;6;171,737628;1.25431147540983606557;765.13;1100000
2;2,073333333;172,202029;5,807132505;267,8237243;233,6970774;226,066723;110,213784;35,70322068;36,31980715;35.69;5;172,15115;1.25154098360655737704;763.44;1100000
2;2,12;171,551158;5,829164965;269,6024602;234,2736405;226,266333;110,2869361;36,3688455;37,17092338;36.36;5;171,50074;1.25742622950819672131;767.03;1100000
2;1,928333333;175,285971;5,70496312;264,7863456;215,2733572;218,959587;110,0047275;33,80097807;32,65658747;33.82;4;175,228534;1.29749180327868852459;791.47;1200000
2;1,928333333;175,285971;5,70496312;264,7863456;215,2733572;218,959587;110,0047275;33,80097807;32,65658747;33.82;4;175,228534;1.29749180327868852459;791.47;1200000
2;1,995;175,049936;5,712655616;268,9867226;216,4074068;220,502569;110,1279786;34,92246223;33,56993737;34.93;4;174,988116;1.31680327868852459016;803.25;1200000
2;1,995;175,049936;5,712655616;268,9867226;216,4074068;220,502569;110,1279786;34,92246223;33,56993737;34.93;4;174,988116;1.31680327868852459016;803.25;1200000
2;2,001666667;176,047745;5,680277245;271,8417671;234,0953908;226,447494;110,162754;35,23889029;36,62089055;35.24;4;175,983463;1.33695081967213114754;815.54;1200000
2;2,001666667;176,047745;5,680277245;271,8417671;234,0953908;226,447494;110,162754;35,23889029;36,62089055;35.24;4;175,983463;1.33695081967213114754;815.54;1200000
2;2,031666667;175,33223;5,703457944;272,3466353;236,9211551;228,706094;110,204821;35,62166473;36,0803608;35.62;4;175,272096;1.32404918032786885245;807.67;1200000
2;2,031666667;175,33223;5,703457944;272,3466353;236,9211551;228,706094;110,204821;35,62166473;36,0803608;35.62;4;175,272096;1.32404918032786885245;807.67;1200000
2;2,041666667;174,823249;5,720063011;271,8575995;236,2051308;228,287036;110,2126695;35,69308;35,74051408;35.69;4;174,759539;1.33214754098360655737;812.61;1200000
2;2,041666667;174,823249;5,720063011;271,8575995;236,2051308;228,287036;110,2126695;35,69308;35,74051408;35.69;4;174,759539;1.33214754098360655737;812.61;1200000
2;1,876666667;176,91353;5,652478926;264,8436764;213,8061034;220,162036;109,9387649;33,20077246;32,00177541;33.21;3;176,859378;1.21834426229508196721;743.19;1300000
2;1,876666667;176,91353;5,652478926;264,8436764;213,8061034;220,162036;109,9387649;33,20077246;32,00177541;33.21;3;176,859378;1.21834426229508196721;743.19;1300000
2;2,02;175,034775;5,71315043;270,7715321;218,8425028;222,378745;110,175737;35,35702455;35,46391753;35.35;3;174,977412;1.24793442622950819672;761.24;1300000
2;2,02;175,034775;5,71315043;270,7715321;218,8425028;222,378745;110,175737;35,35702455;35,46391753;35.35;3;174,977412;1.24793442622950819672;761.24;1300000
2;2,023333333;174,965291;5,715419294;270,8495985;211,204128;216,922312;110,180604;35,40131055;36,3935776;35.39;3;174,91249;1.24521311475409836065;759.58;1300000
2;2,023333333;174,965291;5,715419294;270,8495985;211,204128;216,922312;110,180604;35,40131055;36,3935776;35.39;3;174,91249;1.24521311475409836065;759.58;1300000
2;2,035;175,353332;5,70277159;272,6451131;224,6804539;224,807372;110,2117159;35,68440306;34,91608678;35.68;4;175,302369;1.24847540983606557377;761.57;1300000
2;2,035;175,353332;5,70277159;272,6451131;224,6804539;224,807372;110,2117159;35,68440306;34,91608678;35.68;4;175,302369;1.24847540983606557377;761.57;1300000
2;2,056666667;175,110723;5,710672555;273,6722464;237,893149;229,7861;110,2479868;36,0144387;36,93803159;36.01;4;175,051315;1.26083606557377049180;769.11;1300000
2;2,056666667;175,110723;5,710672555;273,6722464;237,893149;229,7861;110,2479868;36,0144387;36,93803159;36.01;4;175,051315;1.26083606557377049180;769.11;1300000
2;1,945;170,835148;5,853596357;255,8463214;193,3250029;210,267528;109,9416952;33,22743629;31,43468951;33.22;3;170,781684;1.23011475409836065573;750.37;1400000
2;1,945;170,835148;5,853596357;255,8463214;193,3250029;210,267528;109,9416952;33,22743629;31,43468951;33.22;3;170,781684;1.23011475409836065573;750.37;1400000
2;1,971666667;170,375739;5,869380264;256,5606669;215,9875807;216,600587;109,9818066;33,59241654;33,12209548;33.58;3;170,323846;1.23360655737704918032;752.50;1400000
2;1,971666667;170,375739;5,869380264;256,5606669;215,9875807;216,600587;109,9818066;33,59241654;33,12209548;33.58;3;170,323846;1.23360655737704918032;752.50;1400000
2;1,975;170,040269;5,88095988;256,0190147;208,8527513;210,912009;109,9807665;33,58295313;32,39139604;33.58;5;169,991102;1.23237704918032786885;751.75;1400000
2;1,975;170,040269;5,88095988;256,0190147;208,8527513;210,912009;109,9807665;33,58295313;32,39139604;33.58;5;169,991102;1.23237704918032786885;751.75;1400000
2;1,976666667;171,105939;5,844332499;258,5538781;187,6080612;209,827399;110,0070313;33,82194061;30,42562158;33.82;3;171,053654;1.23470491803278688524;753.17;1400000
2;1,976666667;171,105939;5,844332499;258,5538781;187,6080612;209,827399;110,0070313;33,82194061;30,42562158;33.82;3;171,053654;1.23470491803278688524;753.17;1400000
2;2,016666667;170,860493;5,85272805;260,6840455;221,4097719;217,767502;110,0768096;34,45686609;34,40726972;34.44;4;170,80999;1.24406557377049180327;758.88;1400000
2;2,016666667;170,860493;5,85272805;260,6840455;221,4097719;217,767502;110,0768096;34,45686609;34,40726972;34.44;4;170,80999;1.24406557377049180327;758.88;1400000
2;1,863333333;167,387532;5,974160608;243,2600382;222,6339742;209,759721;109,7177675;31,1898768;33,16942333;0.11;4;167,340915;.82306557377049180327;502.07;1500000
2;1,863333333;167,387532;5,974160608;243,2600382;222,6339742;209,759721;109,7177675;31,1898768;33,16942333;0.11;4;167,340915;.82306557377049180327;502.07;1500000
2;2,035;166,130005;6,01938223;250,9799367;214,0196983;211,177109;110,0054394;33,80745602;33,40155546;33.79;4;166,083849;1.23462295081967213114;753.12;1500000
2;2,035;166,130005;6,01938223;250,9799367;214,0196983;211,177109;110,0054394;33,80745602;33,40155546;33.79;4;166,083849;1.23462295081967213114;753.12;1500000
2;2,065;167,546541;5,968490868;256,1809503;202,7686318;208,749993;110,0923598;34,59836072;33,64259782;34.58;4;167,500093;1.24426229508196721311;759.00;1500000
2;2,065;167,546541;5,968490868;256,1809503;202,7686318;208,749993;110,0923598;34,59836072;33,64259782;34.58;4;167,500093;1.24426229508196721311;759.00;1500000
2;1,92;156,81637;6,37688527;224,3719412;180,3145336;188,400011;109,5989509;30,10874304;28,63340564;30.11;4;156,764761;1.96040983606557377049;1195.85;1600000
2;1,92;156,81637;6,37688527;224,3719412;180,3145336;188,400011;109,5989509;30,10874304;28,63340564;30.11;4;156,764761;1.96040983606557377049;1195.85;1600000
2;1,95;156,918228;6,372745937;226,1038762;178,5342665;190,220914;109,6528361;30,59905446;29,34643315;30.60;3;156,864478;2.01936065573770491803;1231.81;1600000
2;1,95;156,918228;6,372745937;226,1038762;178,5342665;190,220914;109,6528361;30,59905446;29,34643315;30.60;3;156,864478;2.01936065573770491803;1231.81;1600000
2;1,976666667;156,201655;6,401980824;225,9726574;197,4148462;195,306076;109,6832571;30,87586047;31,01559208;30.88;5;156,142968;2.46821311475409836065;1505.61;1600000
2;1,976666667;156,201655;6,401980824;225,9726574;197,4148462;195,306076;109,6832571;30,87586047;31,01559208;30.88;5;156,142968;2.46821311475409836065;1505.61;1600000
2;2,03;156,647802;6,383747408;229,6871881;189,6056486;194,22741;109,7847655;31,79950381;31,7603611;31.79;3;156,610295;1.30845901639344262295;798.16;1600000
2;2,03;156,647802;6,383747408;229,6871881;189,6056486;194,22741;109,7847655;31,79950381;31,7603611;31.79;3;156,610295;1.30845901639344262295;798.16;1600000
2;1,933333333;147,303829;6,78868979;205,9581019;183,1850124;179,318912;109,4198136;28,47874027;28,26367945;28.47;4;147,263116;1.39251231527093596059;848.04;1700000
2;1,933333333;147,303829;6,78868979;205,9581019;183,1850124;179,318912;109,4198136;28,47874027;28,26367945;28.47;4;147,263116;1.39251231527093596059;848.04;1700000
2;1,936666667;147,46555;6,78124484;206,4163203;183,8876242;180,276021;109,4286519;28,55916152;27,82795699;28.56;3;147,421692;1.41157377049180327868;861.06;1700000
2;1,936666667;147,46555;6,78124484;206,4163203;183,8876242;180,276021;109,4286519;28,55916152;27,82795699;28.56;3;147,421692;1.41157377049180327868;861.06;1700000
2;1,965;146,641484;6,819352701;206,0006888;178,6240126;177,68522;109,4567742;28,81505161;28,65621026;28.81;3;146,594284;1.40321311475409836065;855.96;1700000
2;1,965;146,641484;6,819352701;206,0006888;178,6240126;177,68522;109,4567742;28,81505161;28,65621026;28.81;3;146,594284;1.40321311475409836065;855.96;1700000
2;2,006666667;146,762412;6,813733751;208,0270532;172,3189203;176,067188;109,5265906;29,45032401;29,18223329;29.44;3;146,719352;1.40178688524590163934;855.09;1700000
2;2,006666667;146,762412;6,813733751;208,0270532;172,3189203;176,067188;109,5265906;29,45032401;29,18223329;29.44;3;146,719352;1.40178688524590163934;855.09;1700000
2;2,036666667;147,543534;6,777660619;210,926234;173,9078048;179,546746;109,592462;30,04969976;29,1206544;30.04;4;147,499851;1.44315270935960591133;878.88;1700000
2;2,036666667;147,543534;6,777660619;210,926234;173,9078048;179,546746;109,592462;30,04969976;29,1206544;30.04;4;147,499851;1.44315270935960591133;878.88;1700000
2;1,928333333;138,426642;7,224042898;188,8321079;160,3909717;162,050596;109,2235905;26,6932708;26,78185745;0.09;3;138,392592;.83086885245901639344;506.83;1800000
2;1,928333333;138,426642;7,224042898;188,8321079;160,3909717;162,050596;109,2235905;26,6932708;26,78185745;0.09;3;138,392592;.83086885245901639344;506.83;1800000
2;1,943333333;138,129472;7,239584612;188,8127937;163,6597436;163,936161;109,2400634;26,84316073;26,06086584;26.84;4;138,09308;1.25712643678160919540;765.59;1800000
2;1,943333333;138,129472;7,239584612;188,8127937;163,6597436;163,936161;109,2400634;26,84316073;26,06086584;26.84;4;138,09308;1.25712643678160919540;765.59;1800000
2;1,961666667;138,502431;7,220089877;190,171076;160,1826949;164,777683;109,2759347;27,16956021;26,32696391;27.16;3;138,471809;1.26243021346469622331;768.82;1800000
2;1,961666667;138,502431;7,220089877;190,171076;160,1826949;164,777683;109,2759347;27,16956021;26,32696391;27.16;3;138,471809;1.26243021346469622331;768.82;1800000
2;1,981666667;139,611552;7,162731061;193,0105329;153,5725232;163,797209;109,3305325;27,66635589;26,31357713;27.65;3;139,576518;1.27504105090311986863;776.50;1800000
2;1,981666667;139,611552;7,162731061;193,0105329;153,5725232;163,797209;109,3305325;27,66635589;26,31357713;27.65;3;139,576518;1.27504105090311986863;776.50;1800000
2;1,998333333;138,544101;7,217918286;191,5861144;160,8259766;163,956066;109,3326617;27,68572952;27,21967486;27.67;3;138,511905;1.27000000000000000000;773.43;1800000
2;1,998333333;138,544101;7,217918286;191,5861144;160,8259766;163,956066;109,3326617;27,68572952;27,21967486;27.67;3;138,511905;1.27000000000000000000;773.43;1800000
2;1,886666667;131,789945;7,587832289;175,4027275;144,6189128;152,056594;109,0225942;24,86436962;24,10596026;24.85;3;131,754981;1.30376026272577996715;793.99;1900000
2;1,886666667;131,789945;7,587832289;175,4027275;144,6189128;152,056594;109,0225942;24,86436962;24,10596026;24.85;3;131,754981;1.30376026272577996715;793.99;1900000
2;1,951666667;131,766354;7,589190788;177,382833;160,7346118;155,830038;109,1162324;25,71640009;27,01664533;25.70;3;131,733792;1.34145901639344262295;818.29;1900000
2;1,951666667;131,766354;7,589190788;177,382833;160,7346118;155,830038;109,1162324;25,71640009;27,01664533;25.70;3;131,733792;1.34145901639344262295;818.29;1900000
2;1,99;131,358047;7,612780662;177,8479475;155,2341027;154,739371;109,1628136;26,14025135;25,61741314;26.13;6;131,323074;1.34963875205254515599;821.93;1900000
2;1,99;131,358047;7,612780662;177,8479475;155,2341027;154,739371;109,1628136;26,14025135;25,61741314;26.13;6;131,323074;1.34963875205254515599;821.93;1900000
2;1,996666667;131,236987;7,619803097;177,8366953;162,7660619;157,772911;109,1697813;26,20365174;27,65957447;26.19;3;131,203637;1.34018062397372742200;816.17;1900000
2;1,996666667;131,236987;7,619803097;177,8366953;162,7660619;157,772911;109,1697813;26,20365174;27,65957447;26.19;3;131,203637;1.34018062397372742200;816.17;1900000
2;2,005;131,679052;7,594222352;178,9157663;152,5061463;154,779547;109,1915413;26,40164993;26,00747819;26.38;3;131,649475;1.32116584564860426929;804.59;1900000
2;2,005;131,679052;7,594222352;178,9157663;152,5061463;154,779547;109,1915413;26,40164993;26,00747819;26.38;3;131,649475;1.32116584564860426929;804.59;1900000
2;1,955;125,410029;7,973843942;166,1448626;146,2388182;145,336874;108,9844909;24,51766067;24,75500639;24.50;4;125,394841;1.34042622950819672131;817.66;2000000
2;1,955;125,410029;7,973843942;166,1448626;146,2388182;145,336874;108,9844909;24,51766067;24,75500639;24.50;4;125,394841;1.34042622950819672131;817.66;2000000
2;1,991666667;124,437335;8,036173388;165,4394719;158,3343395;146,940866;109,0137362;24,78376922;26,51610205;24.76;3;124,421957;1.33937602627257799671;815.68;2000000
2;1,991666667;124,437335;8,036173388;165,4394719;158,3343395;146,940866;109,0137362;24,78376922;26,51610205;24.76;3;124,421957;1.33937602627257799671;815.68;2000000
2;2,035;125,069054;7,995582984;167,7688244;151,2620424;147,464842;109,0871256;25,45155249;25,95169873;25.43;3;125,055512;1.35752052545155993431;826.73;2000000
