Mod. Lambda;Mes. Lambda;Mes. MST;Mes. MSR;Mod. MRT;MRT=k/lambda;Mes. MRT;;Mod. U;1-Pi_0;Mes. U;State;Mes MCpuTime;Mes Average Power;Mes Total Power;Mes frequency
6;6,123333333;167,63623;5,965297597;-6327,682736;10709,24369;11044,18554;117,5711527;102,6492515;99,91835624;99.62;111;167,610218;2.03615015974440894568;1274.63;1400000
6;6,123333333;167,63623;5,965297597;-6327,682736;10709,24369;11044,18554;117,5711527;102,6492515;99,91835624;99.62;111;167,610218;2.03615015974440894568;1274.63;1400000
6;6,14;166,843996;5,993622929;-6831,671064;9144,567678;9450,113896;117,5483993;102,4422135;99,83715565;0.12;105;166,817885;.83144262295081967213;507.18;1400000
6;6,14;166,843996;5,993622929;-6831,671064;9144,567678;9450,113896;117,5483993;102,4422135;99,83715565;0.12;105;166,817885;.83144262295081967213;507.18;1400000
6;5,856666667;166,508842;6,005687073;6710,490343;4659,272792;4611,777306;117,0073028;97,51867846;97,65258216;0.11;72;166,48207;.82655737704918032786;504.20;1500000
6;5,856666667;166,508842;6,005687073;6710,490343;4659,272792;4611,777306;117,0073028;97,51867846;97,65258216;0.11;72;166,48207;.82655737704918032786;504.20;1500000
6;6,073333333;166,660376;6,000226473;-13678,60676;4986,093205;5125,057109;117,4139023;101,2184017;99,61585951;99.19;70;166,634017;2.05387096774193548387;1273.40;1500000
6;6,073333333;166,660376;6,000226473;-13678,60676;4986,093205;5125,057109;117,4139023;101,2184017;99,61585951;99.19;70;166,634017;2.05387096774193548387;1273.40;1500000
6;6,088333333;166,400305;6,009604369;-12701,80567;4502,30329;4635,835944;117,4239748;101,3100524;99,67154783;99.27;62;166,372946;2.06150242326332794830;1276.07;1500000
6;6,088333333;166,400305;6,009604369;-12701,80567;4502,30329;4635,835944;117,4239748;101,3100524;99,67154783;99.27;62;166,372946;2.06150242326332794830;1276.07;1500000
6;5,753333333;155,598904;6,426780487;1484,897508;693,7891581;706,51109;116,1283838;89,5212361;89,92034757;89.05;19;155,570019;2.23952536824877250409;1368.35;1600000
6;5,753333333;155,598904;6,426780487;1484,897508;693,7891581;706,51109;116,1283838;89,5212361;89,92034757;89.05;19;155,570019;2.23952536824877250409;1368.35;1600000
6;5,931666667;155,865876;6,415772494;2065,664042;827,824783;850,124648;116,4507432;92,45444211;91,79660065;91.96;19;155,837899;2.27903278688524590163;1390.21;1600000
6;5,931666667;155,865876;6,415772494;2065,664042;827,824783;850,124648;116,4507432;92,45444211;91,79660065;91.96;19;155,837899;2.27903278688524590163;1390.21;1600000
6;5,941666667;155,763403;6,419993277;2090,62172;1114,065899;1116,214029;116,4611815;92,54942195;92,30122003;92.20;28;155,735338;2.26947540983606557377;1384.38;1600000
6;5,941666667;155,763403;6,419993277;2090,62172;1114,065899;1116,214029;116,4611815;92,54942195;92,30122003;92.20;28;155,735338;2.26947540983606557377;1384.38;1600000
6;5,965;155,805925;6,418241155;2206,330977;853,0461308;873,200954;116,5039119;92,93823426;93,1834055;92.44;22;155,777487;2.22019639934533551554;1356.54;1600000
6;5,965;155,805925;6,418241155;2206,330977;853,0461308;873,200954;116,5039119;92,93823426;93,1834055;92.44;22;155,777487;2.22019639934533551554;1356.54;1600000
6;5,993333333;155,752495;6,420442896;2341,319624;966,085709;984,889254;116,5489081;93,347662;92,90977339;92.69;22;155,724801;2.27549019607843137254;1392.60;1600000
6;5,993333333;155,752495;6,420442896;2341,319624;966,085709;984,889254;116,5489081;93,347662;92,90977339;92.69;22;155,724801;2.27549019607843137254;1392.60;1600000
6;5,841666667;147,009211;6,802294858;1040,985482;556,5983432;562,292777;115,7279791;85,87788076;85,33732706;85.57;16;146,978976;2.27827868852459016393;1389.75;1700000
6;5,841666667;147,009211;6,802294858;1040,985482;556,5983432;562,292777;115,7279791;85,87788076;85,33732706;85.57;16;146,978976;2.27827868852459016393;1389.75;1700000
6;5,91;147,422097;6,783243627;1145,155795;583,0204131;592,29434;115,8651979;87,12645933;86,60651346;86.81;17;147,391375;2.33642622950819672131;1425.22;1700000
6;5,91;147,422097;6,783243627;1145,155795;583,0204131;592,29434;115,8651979;87,12645933;86,60651346;86.81;17;147,391375;2.33642622950819672131;1425.22;1700000
6;6,016666667;146,972631;6,80398788;1270,129628;622,3077428;632,748575;116,0082958;88,42853299;87,28707935;88.11;18;146,934735;3.18368852459016393442;1942.05;1700000
6;6,016666667;146,972631;6,80398788;1270,129628;622,3077428;632,748575;116,0082958;88,42853299;87,28707935;88.11;18;146,934735;3.18368852459016393442;1942.05;1700000
6;6,06;147,36499;6,785872275;1377,652838;658,4550934;667,950757;116,1044199;89,30318394;89,90787845;88.98;18;147,329615;3.05636065573770491803;1864.38;1700000
6;6,06;147,36499;6,785872275;1377,652838;658,4550934;667,950757;116,1044199;89,30318394;89,90787845;88.98;18;147,329615;3.05636065573770491803;1864.38;1700000
6;6,088333333;147,181548;6,794329952;1416,437378;723,2151718;730,844613;116,1380327;89,60903247;88,85999726;89.12;31;147,149301;2.40693442622950819672;1468.23;1700000
6;6,088333333;147,181548;6,794329952;1416,437378;723,2151718;730,844613;116,1380327;89,60903247;88,85999726;89.12;31;147,149301;2.40693442622950819672;1468.23;1700000
6;5,843333333;138,485349;7,220980466;725,8752812;460,9400731;456,23203;115,1832845;80,9216056;81,86225581;80.63;19;138,459382;2.15960655737704918032;1317.36;1800000
6;5,843333333;138,485349;7,220980466;725,8752812;460,9400731;456,23203;115,1832845;80,9216056;81,86225581;80.63;19;138,459382;2.15960655737704918032;1317.36;1800000
6;5,895;138,534647;7,218410857;755,6232402;456,2769551;456,201656;115,2651126;81,66617441;81,32862191;81.38;14;138,508084;2.17055737704918032786;1324.04;1800000
6;5,895;138,534647;7,218410857;755,6232402;456,2769551;456,201656;115,2651126;81,66617441;81,32862191;81.38;14;138,508084;2.17055737704918032786;1324.04;1800000
6;5,92;138,755261;7,206933941;777,0406608;486,7384978;482,296985;115,3175283;82,14311451;82,85714286;81.85;15;138,728721;2.17000000000000000000;1323.70;1800000
6;5,92;138,755261;7,206933941;777,0406608;486,7384978;482,296985;115,3175283;82,14311451;82,85714286;81.85;15;138,728721;2.17000000000000000000;1323.70;1800000
6;5,99;138,871662;7,200893153;825,8366956;457,0839655;461,880228;115,4319354;83,18412554;83,0296286;82.88;16;138,845774;2.19163934426229508196;1336.90;1800000
6;5,99;138,871662;7,200893153;825,8366956;457,0839655;461,880228;115,4319354;83,18412554;83,0296286;82.88;16;138,845774;2.19163934426229508196;1336.90;1800000
6;6,025;138,408371;7,224996529;833,3357441;437,3057221;445,394791;115,4546757;83,39104353;83,34946757;83.08;15;138,382562;2.18909836065573770491;1335.35;1800000
6;6,025;138,408371;7,224996529;833,3357441;437,3057221;445,394791;115,4546757;83,39104353;83,34946757;83.08;15;138,382562;2.18909836065573770491;1335.35;1800000
6;5,708333333;131,736798;7,590893472;531,1915297;308,2505937;315,039222;114,5544531;75,19975553;75,28827908;74.94;13;131,711016;2.31955665024630541871;1412.61;1900000
6;5,708333333;131,736798;7,590893472;531,1915297;308,2505937;315,039222;114,5544531;75,19975553;75,28827908;74.94;13;131,711016;2.31955665024630541871;1412.61;1900000
6;5,943333333;131,540914;7,602197443;602,8221326;345,8524868;352,597736;114,8818886;78,17914989;76,74190383;77.90;11;131,51536;2.33325123152709359605;1420.95;1900000
6;5,943333333;131,540914;7,602197443;602,8221326;345,8524868;352,597736;114,8818886;78,17914989;76,74190383;77.90;11;131,51536;2.33325123152709359605;1420.95;1900000
6;5,976666667;131,090808;7,628299919;605,4612904;416,5789026;408,019704;114,9005118;78,34860625;79,14401227;78.07;13;131,066493;2.30780327868852459016;1407.76;1900000
6;5,976666667;131,090808;7,628299919;605,4612904;416,5789026;408,019704;114,9005118;78,34860625;79,14401227;78.07;13;131,066493;2.30780327868852459016;1407.76;1900000
6;6,02;131,328987;7,61446519;627,16954;324,8686616;336,1877;114,9786995;79,06005017;77,75778547;78.77;11;131,304152;2.39006557377049180327;1457.94;1900000
6;6,02;131,328987;7,61446519;627,16954;324,8686616;336,1877;114,9786995;79,06005017;77,75778547;78.77;11;131,304152;2.39006557377049180327;1457.94;1900000
6;6,075;131,400984;7,610293086;651,3414339;390,5147165;390,721757;115,0628881;79,82609778;79,97531203;79.53;18;131,375723;2.43911475409836065573;1487.86;1900000
6;6,075;131,400984;7,610293086;651,3414339;390,5147165;390,721757;115,0628881;79,82609778;79,97531203;79.53;18;131,375723;2.43911475409836065573;1487.86;1900000
6;5,875;124,614439;8,024752252;465,1698813;277,0815668;284,991104;114,335887;73,21098291;71,8763296;0.07;11;124,602196;.81818032786885245901;499.09;2000000
6;5,875;124,614439;8,024752252;465,1698813;277,0815668;284,991104;114,335887;73,21098291;71,8763296;0.07;11;124,602196;.81818032786885245901;499.09;2000000
6;5,98;124,328549;8,043204944;484,6828246;286,7763662;292,19261;114,4608971;74,3484723;73,7634109;74.08;9;124,316234;2.39533661740558292282;1458.76;2000000
6;5,98;124,328549;8,043204944;484,6828246;286,7763662;292,19261;114,4608971;74,3484723;73,7634109;74.08;9;124,316234;2.39533661740558292282;1458.76;2000000
6;5,985;124,621852;8,024274908;490,3703743;290,3681311;296,591466;114,487021;74,58617842;74,49533621;74.31;11;124,609799;2.41132786885245901639;1470.91;2000000
6;5,985;124,621852;8,024274908;490,3703743;290,3681311;296,591466;114,487021;74,58617842;74,49533621;74.31;11;124,609799;2.41132786885245901639;1470.91;2000000
6;6,196666667;124,746249;8,016273099;549,5693918;300,7294626;309,117998;114,78539;77,3010923;76,32109722;77.01;11;124,733568;2.46853858784893267651;1503.34;2000000
6;6,196666667;124,746249;8,016273099;549,5693918;300,7294626;309,117998;114,78539;77,3010923;76,32109722;77.01;11;124,733568;2.46853858784893267651;1503.34;2000000
6;5,91;119,081975;8,397576543;401,9976803;264,5538618;264,326268;114,0244815;70,37744723;70,21006626;70.14;10;119,068183;2.60203612479474548440;1584.64;2100000
6;5,931666667;118,796484;8,417757549;402,2379097;239,3935616;246,955279;114,034226;70,46611443;70,20648968;70.22;8;118,782387;2.53870279146141215106;1546.07;2100000
6;5,961666667;119,050445;8,399800606;410,1497395;253,8932347;259,131544;114,0900324;70,97390696;69,39203354;70.73;12;119,033931;3.35480327868852459016;2046.43;2100000
6;5,988333333;119,401488;8,375105007;418,9759796;268,5524251;270,66154;114,1480249;71,50159106;70,8501461;71.25;14;119,387753;2.56811165845648604269;1563.98;2100000
6;6,026666667;119,054151;8,399539131;421,4301506;285,4954981;280,822663;114,1753215;71,74996834;72,62546661;71.50;11;119,041392;2.56720853858784893267;1563.43;2100000
6;6,03;118,783629;8,418668536;418,6432672;277,9387572;274,823278;114,1617555;71,62652829;72,33660357;71.38;13;118,769759;2.97410509031198686371;1811.23;2100000
6;6,036666667;119,115303;8,395226934;423,9874697;299,9155151;291,718779;114,1924626;71,90593791;72,78122843;71.67;10;119,097655;4.98577049180327868852;3041.32;2100000
6;6,038333333;118,994028;8,403783087;422,7525858;267,5514868;269,301039;114,1865964;71,85256057;71,5744446;71.61;10;118,977676;3.52657377049180327868;2151.21;2100000
6;6,061666667;118,904703;8,410096277;425,8164672;263,5683085;266,146469;114,2111598;72,07606747;72,59106529;71.84;9;118,886897;4.51908196721311475409;2756.64;2100000
6;6,095;118,834065;8,415095453;431,0167493;273,2089378;273,615463;114,249987;72,42936262;72,83663705;72.17;11;118,819949;2.57221311475409836065;1569.05;2100000
8;7,89;142,746677;7,005417016;-1130,476188;47251,95074;52454,76423;118,6677214;112,6271282;99,97796629;99.61;501;142,725297;2.39514577259475218658;1643.07;1600000
8;7,89;142,746677;7,005417016;-1130,476188;47251,95074;52454,76423;118,6677214;112,6271282;99,97796629;99.61;501;142,725297;2.39514577259475218658;1643.07;1600000
8;7,916666667;142,703497;7,007536753;-1099,952806;45045,74449;49947,9044;118,7057988;112,9736018;99,97800022;99.63;501;142,683131;2.37566860465116279069;1634.46;1600000
8;7,916666667;142,703497;7,007536753;-1099,952806;45045,74449;49947,9044;118,7057988;112,9736018;99,97800022;99.63;501;142,683131;2.37566860465116279069;1634.46;1600000
8;7,925;142,254222;7,029668336;-1116,904539;44713,21596;49463,08804;118,6797382;112,7364709;99,8241565;99.41;501;142,233824;2.35367732558139534883;1619.33;1600000
8;7,925;142,254222;7,029668336;-1116,904539;44713,21596;49463,08804;118,6797382;112,7364709;99,8241565;99.41;501;142,233824;2.35367732558139534883;1619.33;1600000
8;8,05;140,408664;7,122067624;-1077,664737;46375,34387;51443,47765;118,7118843;113,0289745;99,97818737;99.67;501;140,388498;2.37363372093023255813;1633.06;1600000
8;8,05;140,408664;7,122067624;-1077,664737;46375,34387;51443,47765;118,7118843;113,0289745;99,97818737;99.67;501;140,388498;2.37363372093023255813;1633.06;1600000
8;8,083333333;139,722216;7,157057973;-1079,592573;48541,0021;53987,16275;118,7023395;112,9421246;99,97828919;99.60;501;139,700948;2.39196220930232558139;1645.67;1600000
8;8,083333333;139,722216;7,157057973;-1079,592573;48541,0021;53987,16275;118,7023395;112,9421246;99,97828919;99.60;501;139,700948;2.39196220930232558139;1645.67;1600000
8;7,888333333;142,145743;7,035033051;-1171,92039;36581,16975;40589,96982;118,6130101;112,1293003;99,89256554;99.61;501;142,121476;2.80456808199121522693;1915.52;1700000
8;7,888333333;142,145743;7,035033051;-1171,92039;36581,16975;40589,96982;118,6130101;112,1293003;99,89256554;99.61;501;142,121476;2.80456808199121522693;1915.52;1700000
8;7,983333333;139,908903;7,147507975;-1196,422184;38337,28516;42172,84693;118,5651641;111,6939409;99,78621058;99.52;501;139,884499;2.77512481644640234948;1889.86;1700000
8;7,983333333;139,908903;7,147507975;-1196,422184;38337,28516;42172,84693;118,5651641;111,6939409;99,78621058;99.52;501;139,884499;2.77512481644640234948;1889.86;1700000
8;8,015;139,859498;7,150032814;-1156,113221;37174,50706;40960,02369;118,6095029;112,0973876;99,95740149;99.58;501;139,833903;3.12536656891495601173;2131.50;1700000
8;8,015;139,859498;7,150032814;-1156,113221;37174,50706;40960,02369;118,6095029;112,0973876;99,95740149;99.58;501;139,833903;3.12536656891495601173;2131.50;1700000
8;8,03;139,798163;7,153169817;-1140,471689;36935,34703;40741,3594;118,6271459;112,2579249;99,97873924;99.59;501;139,771361;3.73020497803806734992;2547.73;1700000
8;8,03;139,798163;7,153169817;-1140,471689;36935,34703;40741,3594;118,6271459;112,2579249;99,97873924;99.59;501;139,771361;3.73020497803806734992;2547.73;1700000
8;8,083333333;138,515585;7,219404228;-1157,502385;40791,75783;45005,85299;118,5951474;111,9667645;99,89394421;99.61;501;138,492102;2.78215542521994134897;1897.43;1700000
8;8,083333333;138,515585;7,219404228;-1157,502385;40791,75783;45005,85299;118,5951474;111,9667645;99,89394421;99.61;501;138,492102;2.78215542521994134897;1897.43;1700000
8;7,953333333;138,823485;7,203392135;-1333,437878;31027,33907;34264,60345;118,4241629;110,4109451;99,97904662;99.71;458;138,805984;2.46751488095238095238;1658.17;1800000
8;7,953333333;138,823485;7,203392135;-1333,437878;31027,33907;34264,60345;118,4241629;110,4109451;99,97904662;99.71;458;138,805984;2.46751488095238095238;1658.17;1800000
8;7,975;139,021963;7,193108041;-1278,949079;29400,5042;32623,23281;118,4746147;110,8700155;99,72834605;99.38;487;139,004199;2.46872968980797636632;1671.33;1800000
8;7,975;139,021963;7,193108041;-1278,949079;29400,5042;32623,23281;118,4746147;110,8700155;99,72834605;99.38;487;139,004199;2.46872968980797636632;1671.33;1800000
8;7,998333333;138,306587;7,230313622;-1302,049915;28726,74992;31821,55579;118,4473818;110,6222185;99,87498698;99.60;478;138,281144;4.26881305637982195845;2877.18;1800000
8;7,998333333;138,306587;7,230313622;-1302,049915;28726,74992;31821,55579;118,4473818;110,6222185;99,87498698;99.60;478;138,281144;4.26881305637982195845;2877.18;1800000
8;8,055;138,367385;7,227136655;-1207,928828;31765,06327;35379,27354;118,5388967;111,4549286;99,97929392;99.60;501;138,349704;2.46924889543446244477;1676.62;1800000
8;8,055;138,367385;7,227136655;-1207,928828;31765,06327;35379,27354;118,5388967;111,4549286;99,97929392;99.60;501;138,349704;2.46924889543446244477;1676.62;1800000
8;8,06;138,102892;7,24097798;-1220,968394;30457,86694;33891,46638;118,5230713;111,310931;99,8755574;99.62;501;138,07721;4.38830383480825958702;2975.27;1800000
8;8,06;138,102892;7,24097798;-1220,968394;30457,86694;33891,46638;118,5230713;111,310931;99,8755574;99.62;501;138,07721;4.38830383480825958702;2975.27;1800000
8;7,885;131,669546;7,594770624;-3445,550595;15869,77174;16517,83074;117,6999759;103,821437;99,42935644;98.96;220;131,653001;2.75051886792452830188;1749.33;1900000
8;7,885;131,669546;7,594770624;-3445,550595;15869,77174;16517,83074;117,6999759;103,821437;99,42935644;98.96;220;131,653001;2.75051886792452830188;1749.33;1900000
8;8,06;131,109303;7,627223829;-2310,663262;15653,8409;16621,90853;117,9035834;105,6740982;99,66918226;99.47;274;131,091706;2.86167441860465116279;1845.78;1900000
8;8,06;131,109303;7,627223829;-2310,663262;15653,8409;16621,90853;117,9035834;105,6740982;99,66918226;99.47;274;131,091706;2.86167441860465116279;1845.78;1900000
8;8,063333333;131,438894;7,608098102;-2196,66654;21606,847;22945,31976;117,9375934;105,9835615;99,87599463;99.60;287;131,422541;2.73388544891640866873;1766.09;1900000
8;8,063333333;131,438894;7,608098102;-2196,66654;21606,847;22945,31976;117,9375934;105,9835615;99,87599463;99.60;287;131,422541;2.73388544891640866873;1766.09;1900000
8;8,1;130,899168;7,639467961;-2171,401584;16827,95678;17901,78199;117,942513;106,0283261;99,56794568;99.33;293;130,883224;2.70307098765432098765;1751.59;1900000
8;8,1;130,899168;7,639467961;-2171,401584;16827,95678;17901,78199;117,942513;106,0283261;99,56794568;99.33;293;130,883224;2.70307098765432098765;1751.59;1900000
8;8,136666667;131,283345;7,617112437;-1924,726897;21764,32942;23302,04336;118,0296149;106,8208817;99,36507937;98.99;359;131,266442;2.83703816793893129770;1858.26;1900000
8;8,136666667;131,283345;7,617112437;-1924,726897;21764,32942;23302,04336;118,0296149;106,8208817;99,36507937;98.99;359;131,266442;2.83703816793893129770;1858.26;1900000
8;7,893333333;124,924011;8,004866254;8965,962621;3027,220322;3046,881033;117,1268748;98,60668602;97,2975826;97.23;76;124,916026;2.91191558441558441558;1793.74;2000000
8;7,893333333;124,924011;8,004866254;8965,962621;3027,220322;3046,881033;117,1268748;98,60668602;97,2975826;97.23;76;124,916026;2.91191558441558441558;1793.74;2000000
8;7,928333333;124,745568;8,01631686;11365,76397;2545,398429;2582,3061;117,1593787;98,9024445;98,25538623;98.01;50;124,7386;2.92058823529411764705;1787.40;2000000
8;7,928333333;124,745568;8,01631686;11365,76397;2545,398429;2582,3061;117,1593787;98,9024445;98,25538623;98.01;50;124,7386;2.92058823529411764705;1787.40;2000000
8;8,021666667;124,678263;8,020644304;-978126,7631;4116,046723;4179,812675;117,2814009;100,0127466;99,4806274;98.78;70;124,671295;2.93653658536585365853;1805.97;2000000
8;8,021666667;124,678263;8,020644304;-978126,7631;4116,046723;4179,812675;117,2814009;100,0127466;99,4806274;98.78;70;124,671295;2.93653658536585365853;1805.97;2000000
8;8,095;124,92564;8,004761873;-11081,79026;5400,193342;5526,482523;117,4038909;101,1273056;99,65002573;99.39;92;124,919041;2.94830097087378640776;1822.05;2000000
8;8,095;124,92564;8,004761873;-11081,79026;5400,193342;5526,482523;117,4038909;101,1273056;99,65002573;99.39;92;124,919041;2.94830097087378640776;1822.05;2000000
8;8,19;124,621537;8,024295191;-6034,82786;10303,6652;10570,85489;117,5069478;102,0650388;99,61338895;99.17;155;124,614921;2.94682692307692307692;1838.82;2000000
8;8,19;124,621537;8,024295191;-6034,82786;10303,6652;10570,85489;117,5069478;102,0650388;99,61338895;99.17;155;124,614921;2.94682692307692307692;1838.82;2000000
8;6,193333333;119,165649;8,391680055;454,8872978;1654,587222;1282,299834;114,4009781;73,80325861;95,11637293;73.53;43;119,151182;3.46127868852459016393;2111.38;2100000
8;7,9;118,724464;8,422863884;1912,543647;718,5990903;735,990351;116,5977767;93,79232656;93,99852336;93.41;22;118,713683;3.09201639344262295081;1886.13;2100000
8;7,921666667;118,794988;8,417863555;2015,329043;1019,316029;1021,472468;116,6321867;94,10542966;94,34101189;93.73;28;118,784963;3.10044262295081967213;1891.27;2100000
8;7,988333333;118,422259;8,444358421;2192,861813;920,6996287;933,306749;116,6865013;94,5996479;94,35694169;93.91;32;118,412182;3.11487725040916530278;1903.19;2100000
8;7,995;119,062058;8,398981311;2475,362034;941,1301553;958,076924;116,7513937;95,19011537;95,33090151;94.65;30;119,050953;3.82303278688524590163;2332.05;2100000
8;8,003333333;119,098659;8,396400164;2544,09663;1444,686959;1440,256109;116,7655171;95,31862675;94,81520042;94.46;51;119,088327;3.37029363784665579119;2065.99;2100000
8;8,046666667;119,158971;8,392150348;2894,492715;908,7251981;935,072766;116,8275694;95,883252;95,48514031;95.49;24;119,148821;3.42680327868852459016;2090.35;2100000
8;8,096666667;118,72392;8,422902478;3065,267406;1157,910913;1176,901085;116,8543354;96,12680056;95,78059072;95.42;35;118,712928;3.59691176470588235294;2201.31;2100000
8;8,15;119,032128;8,401093191;3982,585102;1278,815884;1301,526873;116,9515292;97,01118432;96,83058992;96.14;37;119,02269;3.14900489396411092985;1930.34;2100000
8;8,163333333;119,216456;8,388103736;4448,984327;1830,30755;1842,650056;116,9855083;97,32036691;97,20322548;96.92;44;119,207436;3.17608196721311475409;1937.41;2100000
10;10,09333333;109,350666;9,144891719;-1054,36116;39122,80173;42385,32388;118,4198028;110,3712722;99,98239282;0.08;501;109,344557;.82922950819672131147;505.83;1900000
10;10,09333333;109,350666;9,144891719;-1054,36116;39122,80173;42385,32388;118,4198028;110,3712722;99,98239282;0.08;501;109,344557;.82922950819672131147;505.83;1900000
10;9,911666667;111,367276;8,979298371;-1072,537542;40076,56275;43565,40652;118,4211501;110,3835317;99,98222064;99.67;501;111,361266;2.96276785714285714285;1990.98;2000000
10;9,911666667;111,367276;8,979298371;-1072,537542;40076,56275;43565,40652;118,4211501;110,3835317;99,98222064;99.67;501;111,361266;2.96276785714285714285;1990.98;2000000
10;9,823333333;111,785061;8,945739181;-1139,478878;35556,25461;38554,55949;118,3581401;109,8101916;99,98250678;99.60;501;111,776926;3.85128550074738415545;2576.51;2100000
10;9,825;111,718024;8,951107119;-1144,305008;34803,82963;37718,00512;118,3529491;109,7629586;99,9825129;99.71;501;111,707762;3.69169161676646706586;2466.05;2100000
10;9,911666667;110,704797;9,033032236;-1138,129767;33666,95055;36283,72013;118,3489868;109,7269046;99,89545217;99.52;501;110,69669;3.84037369207772795216;2569.21;2100000
10;10,00333333;109,876962;9,101088907;-1108,347107;36180,85317;39188,01341;118,3695033;109,9135877;99,98267348;99.69;501;109,869991;3.64421524663677130044;2437.98;2100000
10;10,135;108,339314;9,230259664;-1105,289507;37311,14053;40381,95018;118,3572282;109,8018947;99,9828031;99.59;501;108,330535;4.05947604790419161676;2711.73;2100000
;;;;;;;;;;;;;;;
